variant,size,seed,layers,similarity,species,num_clusters,cluster_sizes
baseline,120,22,1,cosine,blue,317,489;423;395;170;152;142;131;131;92;83;71;66;65;64;62;60;60;53;52;49;47;45;40;36;32;31;29;26;24;24;24;22;21;19;18;16;15;12;12;11;11;11;10;10;9;9;8;8;7;6;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,120,20,1,hybrid,red,113,440;265;227;186;140;130;113;110;92;87;86;82;78;62;55;49;48;45;43;38;37;37;35;33;33;31;30;27;27;26;26;24;24;24;23;23;22;22;22;20;20;20;19;18;17;17;17;17;17;16;16;16;15;15;15;15;15;15;14;14;13;13;12;11;11;10;10;10;9;9;9;9;8;8;8;8;8;8;7;7;7;7;7;6;6;6;6;6;6;6;6;6;5;4;4;4;4;4;4;4;3;2;2;2;2;2;2;2;1;1;1;1;1
with_influencer,120,20,1,hybrid,green,82,498;387;294;288;177;159;152;149;136;119;113;102;80;65;65;57;56;54;53;49;48;48;44;32;31;31;30;28;25;24;23;22;21;19;19;18;18;18;16;16;15;15;15;15;14;14;14;13;11;11;10;10;10;9;9;8;8;8;7;6;6;6;5;5;5;5;5;5;4;4;3;3;3;3;2;2;2;1;1;1;1;1
with_influencer,120,20,1,hybrid,blue,97,229;227;215;187;179;163;144;117;101;99;97;97;89;81;81;72;67;63;62;61;59;59;57;55;44;39;37;35;35;34;33;33;32;31;31;31;30;29;28;27;26;25;25;24;24;23;23;22;22;22;22;19;18;18;16;16;14;13;11;11;11;10;10;10;10;10;9;9;9;9;8;8;7;6;6;6;5;5;5;5;4;4;4;3;3;3;2;2;2;2;2;1;1;1;1;1;1
without_influencer,120,20,3,hybrid,red,303,279;266;207;182;161;129;120;118;101;100;97;84;74;63;61;54;46;43;42;41;41;34;33;32;31;30;28;25;25;22;22;21;18;18;18;17;17;17;16;16;14;14;13;13;12;12;11;11;10;10;10;10;10;9;9;9;8;8;8;8;8;7;6;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,20,3,hybrid,green,235,530;429;358;322;221;212;129;127;110;107;82;71;68;60;58;58;54;53;49;42;42;36;32;31;30;29;28;26;23;23;23;22;22;19;19;18;18;16;16;15;15;15;15;14;13;12;12;11;10;10;10;9;9;9;9;8;7;7;7;6;6;6;6;5;5;5;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,20,3,hybrid,blue,288,340;259;227;208;163;162;154;144;129;114;86;86;78;76;76;72;62;61;57;54;49;47;45;43;42;41;39;39;33;32;30;26;26;25;24;23;21;20;17;17;16;14;14;14;14;13;13;12;11;11;10;10;8;8;8;6;6;6;6;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,120,605,1,cosine,red,360,409;304;234;204;141;138;123;118;107;105;101;99;91;84;81;74;63;62;57;51;48;42;41;33;28;28;26;25;25;24;23;23;23;22;20;13;13;12;12;12;10;8;8;7;6;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,120,605,1,cosine,green,367,443;391;184;181;165;164;147;114;104;100;97;76;65;62;59;58;57;54;53;51;50;48;45;45;38;35;28;28;25;25;24;20;19;19;19;17;16;16;15;13;12;11;10;10;9;7;7;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,120,605,1,cosine,blue,349,548;368;293;272;199;146;137;115;106;91;85;71;67;58;55;54;48;43;43;41;38;35;35;34;33;33;28;28;26;24;24;23;21;20;19;18;18;17;15;15;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,1,hybrid,red,98,455;423;189;189;184;174;139;137;135;119;100;100;97;92;88;79;75;66;65;51;51;51;48;42;38;37;31;31;31;27;25;25;22;22;21;20;18;18;17;16;16;16;15;14;14;13;12;12;11;11;10;10;10;9;8;8;7;7;7;7;7;7;6;6;6;6;5;5;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,1,hybrid,green,113,326;267;247;241;164;151;119;103;101;97;91;89;87;74;69;66;64;64;58;56;55;51;50;45;45;44;41;41;40;38;37;36;35;34;29;29;28;27;24;22;22;20;18;17;17;17;17;16;16;16;16;16;16;15;15;15;15;13;13;13;12;11;11;11;11;10;10;9;9;9;8;8;8;8;7;7;7;6;6;6;6;5;5;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,1,hybrid,blue,117,264;255;147;142;134;131;120;117;97;82;82;78;72;71;68;67;62;61;53;51;46;45;44;41;39;39;38;37;36;35;33;32;32;31;28;28;27;26;26;26;25;24;19;18;18;17;17;17;17;16;16;15;15;15;14;14;14;12;12;12;12;12;12;12;11;11;11;10;9;8;8;8;8;7;7;7;7;6;6;6;6;5;5;5;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,120,20,3,hybrid,red,94,479;268;222;219;161;113;104;97;81;81;74;71;65;61;55;55;54;51;51;49;46;41;40;40;38;37;29;29;29;29;26;25;24;23;23;22;21;21;19;17;17;16;16;15;15;14;14;13;13;13;13;13;12;12;11;11;11;10;10;10;10;10;9;9;9;8;8;8;7;7;7;6;5;5;5;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1
with_influencer,120,20,3,hybrid,green,75,451;434;367;363;312;252;150;148;94;94;76;75;74;67;66;66;62;62;49;49;43;37;32;31;31;29;28;25;25;25;23;20;20;18;18;17;17;16;14;13;13;13;12;12;12;12;11;11;11;10;10;9;8;8;8;7;7;6;6;6;5;5;4;4;4;3;3;3;2;2;2;1;1;1;1
with_influencer,120,20,3,hybrid,blue,69,397;251;224;223;201;178;164;156;127;102;94;89;86;83;80;78;77;75;73;72;53;52;47;47;45;39;39;34;33;32;30;30;29;28;28;27;26;25;24;24;22;21;20;20;18;15;12;12;11;11;10;9;8;8;8;6;6;6;6;5;5;5;4;4;3;3;2;2;1
with_influencer,120,20,2,hybrid,red,107,380;355;344;170;149;129;83;77;77;74;74;69;64;63;61;57;55;52;50;45;43;42;42;41;37;36;29;28;27;27;27;25;24;23;22;21;20;19;19;19;18;18;17;17;17;16;15;15;14;14;14;14;14;13;13;12;12;12;11;11;11;10;10;10;9;9;8;8;8;8;7;7;7;6;6;6;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1
with_influencer,120,20,2,hybrid,green,86,560;496;210;207;205;197;197;172;103;90;88;83;64;63;60;59;53;50;47;46;42;40;39;37;36;33;31;30;28;24;23;23;23;22;22;22;21;21;21;20;20;18;17;17;14;13;13;13;12;11;11;11;10;10;10;9;9;9;9;9;9;9;9;8;8;7;6;6;6;5;5;4;4;3;3;2;2;2;2;2;2;1;1;1;1;1
with_influencer,120,20,2,hybrid,blue,93,443;336;274;253;222;154;149;145;121;119;67;65;57;54;53;53;48;48;47;40;40;38;37;36;33;32;31;31;29;27;27;27;26;25;25;25;23;22;22;21;20;18;18;16;16;16;15;15;15;15;14;14;13;12;12;11;11;11;11;10;9;9;8;7;7;7;7;7;6;6;6;5;5;5;5;4;4;4;4;4;3;3;3;2;2;1;1;1;1;1;1;1;1
baseline,120,70,1,cosine,red,295,599;548;199;175;147;127;118;101;98;88;77;77;73;57;57;56;55;51;46;40;38;36;34;31;29;28;28;25;24;24;23;21;20;20;17;15;15;13;13;12;12;11;10;10;9;9;8;7;6;6;6;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,120,70,1,cosine,green,340,460;408;288;215;202;152;135;108;107;102;99;93;78;64;63;60;60;52;48;44;41;41;38;34;33;30;29;24;22;22;20;20;20;19;18;18;16;12;12;9;9;8;8;7;7;6;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,120,70,1,cosine,blue,314,415;368;350;260;254;131;122;116;108;103;84;82;81;72;67;64;58;55;55;40;36;36;31;30;27;27;23;21;20;18;18;17;16;14;13;13;12;11;11;11;10;10;9;8;7;6;6;6;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,3,hybrid,red,270,718;503;304;228;186;163;145;98;81;69;65;64;59;58;57;51;50;45;43;43;41;39;28;28;27;27;27;26;25;24;23;22;20;19;18;16;15;14;11;11;11;9;9;9;9;8;8;7;6;6;6;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,3,hybrid,green,266,1059;368;325;181;138;100;97;83;81;68;68;67;66;64;60;54;48;43;42;42;40;36;35;31;28;28;27;25;24;21;20;20;20;19;19;19;17;16;16;15;14;14;10;9;9;9;9;9;9;8;8;8;8;8;8;7;7;7;6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,3,hybrid,blue,322,281;126;110;110;106;104;100;96;90;87;84;84;81;75;61;59;59;55;55;47;47;44;39;39;32;31;31;31;31;30;30;30;27;27;27;26;25;22;20;19;19;18;17;17;17;15;15;15;14;14;13;13;13;12;12;12;11;10;10;10;10;9;9;9;8;8;8;7;7;7;6;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,2,hybrid,red,164,604;466;309;231;220;212;141;124;95;82;78;74;70;70;65;63;60;54;51;46;45;34;33;32;29;28;27;27;27;26;24;24;24;24;21;20;19;18;17;17;17;16;15;15;14;10;10;10;9;9;9;9;8;8;8;8;7;7;7;6;6;6;6;6;6;6;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,2,hybrid,green,198,503;216;211;161;151;138;130;123;105;88;84;80;79;77;76;70;70;63;60;59;57;56;54;54;45;43;43;39;39;36;36;34;28;28;28;26;26;24;23;21;21;20;20;19;19;19;18;17;17;17;16;15;13;13;13;12;11;10;10;10;10;10;10;10;9;8;8;8;8;8;7;7;7;7;6;6;6;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,17,2,hybrid,blue,229,191;138;123;120;120;120;106;95;88;78;68;63;62;60;52;51;51;48;48;45;40;39;39;37;37;35;34;34;33;33;32;32;31;31;31;29;27;26;26;26;25;24;23;23;22;22;21;20;19;18;17;17;17;17;16;16;15;15;14;14;13;12;12;11;10;10;10;10;10;9;9;9;9;8;8;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,120,17,1,hybrid,red,86,765;258;193;180;180;129;107;106;96;89;82;82;79;75;72;71;68;68;65;60;46;45;43;43;42;40;34;29;29;28;26;25;24;23;22;22;21;20;19;18;18;18;17;17;16;15;15;14;14;12;10;10;9;8;8;7;7;7;6;6;6;6;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;1;1;1;1
with_influencer,120,17,1,hybrid,green,92,267;257;182;158;143;135;108;104;103;102;99;91;91;90;89;88;87;87;81;76;74;70;69;64;61;61;60;48;46;43;43;41;37;35;35;31;30;27;23;22;22;21;21;20;19;19;18;17;17;15;15;15;14;14;14;12;12;12;11;11;10;10;10;10;9;9;9;8;8;8;6;5;5;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;1;1;1;1
with_influencer,120,17,1,hybrid,blue,83,454;271;192;166;153;153;135;116;110;108;94;77;76;73;73;72;72;69;63;62;58;53;44;36;34;34;31;30;27;27;27;26;25;24;21;20;19;19;18;18;17;17;16;16;16;15;15;15;15;15;13;13;12;12;12;11;11;10;10;10;10;9;9;9;9;9;9;8;7;7;7;6;4;3;2;2;1;1;1;1;1;1;1
without_influencer,120,22,1,hybrid,red,115,335;257;247;201;181;145;106;97;93;91;90;79;75;73;70;65;58;56;44;44;42;42;41;37;34;34;32;32;32;31;30;30;30;29;28;28;26;26;26;24;23;21;21;20;20;18;16;15;15;14;14;13;13;13;13;12;12;11;11;11;10;10;10;9;9;8;8;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;5;5;5;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,22,1,hybrid,green,84,391;318;226;204;190;169;167;165;155;142;134;125;120;99;91;91;74;72;67;66;64;59;51;47;45;44;33;31;31;30;25;24;23;22;18;16;16;15;15;13;13;13;13;12;12;12;12;11;11;10;8;8;8;7;6;6;4;4;4;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,120,22,1,hybrid,blue,101,392;358;209;194;148;120;119;118;101;98;92;88;87;84;82;75;73;60;58;58;56;54;53;51;50;49;44;44;39;37;34;32;31;31;31;31;29;26;24;23;22;19;17;17;16;15;15;13;13;12;12;12;11;11;11;10;10;10;10;8;8;8;8;8;7;7;7;6;6;5;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,120,17,2,hybrid,red,89,932;240;198;170;123;118;101;92;90;87;79;79;77;72;71;64;51;49;49;47;45;43;42;42;40;40;39;36;33;31;30;30;29;29;27;26;25;25;25;22;22;21;17;17;16;14;14;13;13;12;12;12;12;10;10;10;10;9;9;9;8;8;8;7;7;6;5;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;2;2;1;1;1
with_influencer,120,17,2,hybrid,green,89,573;248;212;192;181;180;150;124;112;109;94;88;84;83;67;63;63;58;57;56;55;54;49;48;45;45;43;42;42;38;37;35;33;33;32;26;26;26;24;20;20;20;19;18;16;16;14;13;12;12;12;12;11;11;11;10;10;10;10;9;9;8;8;8;8;8;7;7;7;6;6;5;5;5;5;5;5;4;4;4;4;3;3;3;2;1;1;1;1
