variant,size,seed,layers,similarity,run_tag,final_step,final_moves,final_tau,final_entropy,final_gini,final_drift,n_steps,auc_moves,auc_tau,auc_entropy,auc_gini,auc_drift,first_zero_moves_step,stable_moves_step,stable_tau_step,stable_entropy_step,stable_gini_step,stable_drift_step,delta_moves_last,delta_tau_last,delta_entropy_last,delta_gini_last,delta_drift_last,total_clusters,num_clusters_red,num_clusters_green,num_clusters_blue,largest_red,largest_green,largest_blue,total_red,total_green,total_blue,frac_largest_red,frac_largest_green,frac_largest_blue
with_influencer,40,22,2,hybrid,with_influencer_size40_seed22_L2_hybrid,16,5,0.670169,0.289053,0.134881,0.024335,16,377.0,9.57902,6.680998,3.073428,1.265488,,,,,,,3.0,0.002734000000000014,-0.008224000000000009,-0.003823999999999994,0.003199999999999998,46,14,16,16,129,196,124,410,460,371,0.314634,0.426087,0.334232
with_influencer,40,22,3,hybrid,with_influencer_size40_seed22_L3_hybrid,16,6,0.698527,0.209652,0.098736,0.022896,16,181.0,10.10077,6.1074839999999995,2.805128,1.293901,,4.0,,,,,4.0,0.0021769999999999845,-0.009424999999999989,-0.004353999999999997,1.8999999999998185e-05,26,10,8,8,278,401,104,485,514,242,0.573196,0.780156,0.429752
with_influencer,40,42,1,hybrid,with_influencer_size40_seed42_L1_hybrid,16,8,0.701772,0.19359,0.090384,0.023229,16,874.0,9.205618999999999,5.321962,2.450826,1.314896,,8.0,,,,,-1.0,0.0048759999999999915,-0.0022859999999999825,-0.001008999999999996,-0.003018,35,12,15,8,111,133,136,400,450,409,0.2775,0.295556,0.332518
with_influencer,40,42,2,hybrid,with_influencer_size40_seed42_L2_hybrid,16,2,0.668872,0.275504,0.129259,0.02339,16,300.0,9.518385,6.9217949999999995,3.176163,1.234454,13.0,12.0,,,,,-2.0,0.003187000000000051,-0.01499499999999998,-0.0066729999999999845,-0.0009759999999999977,35,13,12,10,186,217,125,392,482,385,0.47449,0.450207,0.324675
with_influencer,40,42,3,hybrid,with_influencer_size40_seed42_L3_hybrid,16,2,0.681437,0.258857,0.120019,0.024237,16,165.0,9.887720999999999,7.147993,3.261501,1.267322,,10.0,,,,,-3.0,0.003645999999999927,-0.013156000000000001,-0.005539000000000002,-0.0024449999999999993,27,7,11,9,258,194,117,475,420,364,0.543158,0.461905,0.321429
with_influencer,40,70,1,hybrid,with_influencer_size40_seed70_L1_hybrid,16,3,0.686476,0.236318,0.109964,0.019371,16,848.0,9.101829,5.746551,2.648342,1.272676,,10.0,,,,,1.0,0.0049719999999999764,-0.006073999999999996,-0.0028769999999999907,-0.0016660000000000008,38,14,9,15,75,179,72,375,464,406,0.2,0.385776,0.17734
with_influencer,40,70,2,hybrid,with_influencer_size40_seed70_L2_hybrid,16,6,0.683967,0.219983,0.102878,0.038544,16,377.0,9.580454,6.65527,3.060557,1.346398,,10.0,,,,,-1.0,0.005330999999999975,-0.009325,-0.004596000000000003,-0.0012109999999999968,34,13,9,12,76,187,138,323,494,428,0.235294,0.378543,0.32243
with_influencer,40,70,3,hybrid,with_influencer_size40_seed70_L3_hybrid,16,3,0.687184,0.247944,0.115652,0.022638,16,186.0,9.976898,6.7371289999999995,3.096442,1.259697,,3.0,,,,,-1.0,0.0026450000000000085,-0.005680999999999992,-0.0028509999999999924,-0.0012670000000000008,31,11,8,12,83,201,80,343,515,387,0.241983,0.390291,0.206718
with_influencer,40,605,1,hybrid,with_influencer_size40_seed605_L1_hybrid,16,11,0.703291,0.202291,0.093827,0.021844,16,989.0,9.191567,5.257576,2.407325,1.344219,,8.0,,,,,2.0,0.004596999999999962,-0.0016410000000000036,-0.001019000000000006,-0.0014420000000000023,41,14,12,15,214,249,180,430,378,418,0.497674,0.65873,0.430622
with_influencer,40,605,2,hybrid,with_influencer_size40_seed605_L2_hybrid,16,4,0.677644,0.24849,0.116224,0.029749,16,330.0,9.516224,6.670081999999999,3.056748,1.3127170000000001,,10.0,,,,,1.0,0.0033640000000000336,-0.005823000000000023,-0.002818000000000001,0.0023420000000000003,31,10,10,11,363,203,169,469,342,415,0.773987,0.593567,0.407229
with_influencer,40,605,3,hybrid,with_influencer_size40_seed605_L3_hybrid,16,8,0.704697,0.173877,0.081651,0.03445,16,188.0,10.082695000000001,6.1298390000000005,2.8056470000000004,1.367694,,3.0,,,,,3.0,0.00257099999999999,-0.012065999999999993,-0.005434999999999995,0.004151000000000002,28,7,12,9,387,254,177,483,350,393,0.801242,0.725714,0.450382
with_influencer,60,11,1,hybrid,with_influencer_size60_seed11_L1_hybrid,16,8,0.669669,0.280445,0.129513,0.021555,16,1921.0,8.91065,6.312950000000001,2.898183,1.250362,,7.0,,,,,0.0,0.004834999999999923,-0.00983299999999998,-0.0043530000000000235,-0.00016599999999999948,81,22,25,34,264,161,152,956,1002,900,0.276151,0.160679,0.168889
with_influencer,60,11,2,hybrid,with_influencer_size60_seed11_L2_hybrid,16,6,0.652742,0.34653,0.160845,0.02015,16,690.0,9.376505,7.5803270000000005,3.469128,1.18439,,,,,,,2.0,0.0025450000000000195,-0.007431999999999994,-0.0033330000000000026,0.0018659999999999996,80,25,23,32,220,224,317,967,1034,857,0.227508,0.216634,0.369895
with_influencer,60,11,3,hybrid,with_influencer_size60_seed11_L3_hybrid,16,1,0.658544,0.344298,0.159481,0.012556,16,337.0,9.682242,7.823446,3.57363,1.20462,,13.0,,,,,-2.0,0.001539000000000068,-0.003058000000000005,-0.001351999999999992,-0.003053,67,17,17,33,326,320,129,964,1106,788,0.338174,0.289331,0.163706
with_influencer,60,17,1,hybrid,with_influencer_size60_seed17_L1_hybrid,16,12,0.69121,0.232805,0.108548,0.018359,16,1981.0,9.151485999999998,5.536695,2.553446,1.264322,,9.0,,,,,1.0,0.005190000000000028,-0.004135,-0.0018819999999999948,-0.0026659999999999982,82,28,29,25,147,178,153,941,986,892,0.156217,0.180527,0.171525
with_influencer,60,17,2,hybrid,with_influencer_size60_seed17_L2_hybrid,16,6,0.673275,0.267211,0.124488,0.028848,16,752.0,9.539769,6.830094,3.1251480000000003,1.2699529999999999,,9.0,,,,,1.0,0.003633999999999915,-0.00740200000000002,-0.0032450000000000118,0.0010289999999999987,73,24,24,25,196,144,154,906,960,953,0.216336,0.15,0.161595
with_influencer,60,17,3,hybrid,with_influencer_size60_seed17_L3_hybrid,16,9,0.66345,0.327199,0.15221,0.016437,16,359.0,9.726773999999999,7.618529,3.476205,1.206102,,,,,,,5.0,0.0011619999999999964,-0.006162999999999974,-0.0026599999999999957,-0.0004900000000000009,77,26,26,25,201,128,155,930,930,959,0.216129,0.137634,0.161627
with_influencer,60,20,1,hybrid,with_influencer_size60_seed20_L1_hybrid,16,14,0.693203,0.232779,0.108203,0.017224,16,1882.0,9.231375,5.461663,2.520296,1.244478,,13.0,,,,,1.0,0.004708999999999963,-0.006971999999999978,-0.0032390000000000058,-0.0029770000000000005,79,25,27,27,272,152,296,907,870,1037,0.29989,0.174713,0.285439
with_influencer,60,20,2,hybrid,with_influencer_size60_seed20_L2_hybrid,16,12,0.67046,0.289455,0.134829,0.026061,16,741.0,9.60137,6.846421,3.144097,1.2242509999999998,,,,,,,4.0,0.002846999999999933,-0.00986699999999996,-0.004375999999999991,0.0012320000000000005,76,24,25,27,211,236,367,948,858,1008,0.222574,0.275058,0.364087
with_influencer,60,20,3,hybrid,with_influencer_size60_seed20_L3_hybrid,16,8,0.67945,0.282013,0.131178,0.020159,16,433.0,9.920742,6.979564,3.205564,1.214007,,12.0,,,,,1.0,0.0022079999999999878,-0.008811000000000013,-0.0042300000000000115,-6.700000000000109e-05,71,21,25,25,196,148,425,902,842,1070,0.217295,0.175772,0.397196
with_influencer,60,22,1,hybrid,with_influencer_size60_seed22_L1_hybrid,16,22,0.702898,0.195874,0.09129,0.021072,16,2073.0,9.265489,5.135351,2.361789,1.305824,,,,,,,9.0,0.003171000000000035,-0.006159999999999999,-0.002950000000000008,-3.999999999999837e-05,64,26,19,19,185,194,232,899,932,961,0.205784,0.208155,0.241415
with_influencer,60,22,2,hybrid,with_influencer_size60_seed22_L2_hybrid,16,3,0.675626,0.278749,0.129461,0.024128,16,759.0,9.633005,6.7187719999999995,3.079919,1.2583950000000002,,13.0,,,,,-5.0,0.00332599999999994,-0.006031999999999982,-0.0028579999999999994,0.00011600000000000152,79,27,27,25,276,204,241,908,882,1002,0.303965,0.231293,0.240519
with_influencer,60,22,3,hybrid,with_influencer_size60_seed22_L3_hybrid,16,8,0.696691,0.212213,0.099451,0.029064,16,413.0,10.070685999999998,6.362552,2.923609,1.306759,,12.0,,,,,-1.0,0.003817999999999988,-0.008175999999999989,-0.0037480000000000013,0.0002589999999999988,53,21,19,13,200,339,608,850,860,1082,0.235294,0.394186,0.561922
with_influencer,60,42,1,hybrid,with_influencer_size60_seed42_L1_hybrid,16,26,0.705377,0.192071,0.08896,0.021783,16,2231.0,9.308151,5.062987,2.3292260000000002,1.313452,,13.0,,,,,2.0,0.003727000000000036,-0.011582000000000009,-0.005307000000000006,-0.0006689999999999995,69,30,23,16,152,146,201,871,946,998,0.174512,0.154334,0.201403
with_influencer,60,42,2,hybrid,with_influencer_size60_seed42_L2_hybrid,16,9,0.681572,0.256943,0.119442,0.028339,16,785.0,9.669688,6.558116,3.0082830000000005,1.276958,,,,,,,2.0,0.0032519999999999216,-0.009016000000000024,-0.004038,-0.0002270000000000015,61,24,24,13,134,192,396,827,906,1082,0.162031,0.211921,0.365989
with_influencer,60,42,3,hybrid,with_influencer_size60_seed42_L3_hybrid,16,10,0.672321,0.29508,0.137555,0.020856,16,366.0,9.817681,7.406978,3.400461,1.209219,,14.0,,,,,-4.0,0.003346999999999989,-0.010156999999999972,-0.004587999999999981,-0.00043400000000000036,68,27,19,22,200,225,183,873,922,1020,0.229095,0.244035,0.179412
with_influencer,60,70,1,hybrid,with_influencer_size60_seed70_L1_hybrid,16,30,0.702237,0.202284,0.093947,0.021853,16,2155.0,9.234943,5.322858999999999,2.4493270000000003,1.3167170000000001,,,,,,,2.0,0.0039050000000000473,-0.009304000000000007,-0.004498000000000002,-0.0006599999999999974,75,28,20,27,121,371,267,853,1012,939,0.141852,0.366601,0.284345
with_influencer,60,70,2,hybrid,with_influencer_size60_seed70_L2_hybrid,16,4,0.687765,0.246633,0.114369,0.027854,16,785.0,9.698627,6.579362,3.0127539999999997,1.3309060000000001,,6.0,,,,,1.0,0.0035889999999999533,-0.008265999999999996,-0.003935000000000008,-0.0018659999999999996,69,27,17,25,130,456,288,851,1021,932,0.152761,0.446621,0.309013
with_influencer,60,70,3,hybrid,with_influencer_size60_seed70_L3_hybrid,16,6,0.682994,0.259153,0.120806,0.022721,16,391.0,9.882855,7.1076429999999995,3.251558,1.271576,,,,,,,-2.0,0.004286000000000012,-0.006763999999999992,-0.003169000000000005,-0.0034119999999999984,51,21,14,16,125,465,255,755,1135,914,0.165563,0.409692,0.278993
with_influencer,60,605,1,hybrid,with_influencer_size60_seed605_L1_hybrid,16,19,0.711395,0.170782,0.079321,0.022578,16,2239.0,9.376011,4.79275,2.200591,1.336806,,,,,,,-2.0,0.0033969999999999834,-0.009516000000000024,-0.004232,-0.00048799999999999885,68,21,23,24,214,359,430,922,969,895,0.232104,0.370485,0.480447
with_influencer,60,605,2,hybrid,with_influencer_size60_seed605_L2_hybrid,16,13,0.688974,0.221833,0.103281,0.034571,16,822.0,9.667562,6.435824,2.94448,1.34869,,,,,,,3.0,0.005136000000000029,-0.01038900000000001,-0.004743999999999998,0.00029499999999999665,60,19,17,24,290,381,272,890,1038,858,0.325843,0.367052,0.317016
with_influencer,60,605,3,hybrid,with_influencer_size60_seed605_L3_hybrid,16,10,0.690631,0.23084,0.107192,0.027614,16,436.0,9.955652,6.793449000000001,3.103129,1.3146019999999998,,,,,,,-6.0,0.003126999999999991,-0.006614000000000009,-0.002945000000000003,-0.0018990000000000014,51,12,19,20,343,285,271,938,1019,829,0.365672,0.279686,0.3269
with_influencer,80,11,1,hybrid,with_influencer_size80_seed11_L1_hybrid,16,26,0.698408,0.213991,0.099185,0.020087,16,3775.0,9.191545000000001,5.352627999999999,2.4602690000000003,1.297743,,,,,,,-3.0,0.004821999999999993,-0.006094000000000016,-0.0028930000000000067,-0.0015259999999999996,124,44,42,38,296,167,361,1641,1622,1741,0.180378,0.102959,0.207352
with_influencer,80,11,2,hybrid,with_influencer_size80_seed11_L2_hybrid,16,25,0.684933,0.236489,0.109834,0.032467,16,1613.0,9.67549,6.2933699999999995,2.876282,1.315327,,8.0,,,,,4.0,0.004076999999999997,-0.011561999999999989,-0.005107,0.0015350000000000016,115,42,34,39,222,192,415,1636,1635,1733,0.135697,0.117431,0.239469
with_influencer,80,11,3,hybrid,with_influencer_size80_seed11_L3_hybrid,16,11,0.691418,0.236452,0.109867,0.026565,16,791.0,9.969475,6.750543,3.083185,1.29932,,5.0,,,,,-10.0,0.0036249999999999893,-0.00889100000000001,-0.004061999999999996,-0.0014900000000000017,94,29,31,34,387,189,578,1694,1734,1576,0.228453,0.108997,0.366751
with_influencer,80,17,1,hybrid,with_influencer_size80_seed17_L1_hybrid,16,32,0.708559,0.179559,0.083164,0.023284,16,3964.0,9.300324,5.045097,2.3209350000000004,1.3380319999999999,,9.0,,,,,-3.0,0.004035000000000011,-0.005769999999999997,-0.002820000000000003,-0.001348000000000002,111,36,37,38,348,483,327,1659,1662,1642,0.209765,0.290614,0.199147
with_influencer,80,17,2,hybrid,with_influencer_size80_seed17_L2_hybrid,16,13,0.68187,0.252632,0.117624,0.027952,16,1570.0,9.658149,6.530209,2.9938460000000005,1.314038,,13.0,,,,,-2.0,0.0031970000000000054,-0.008145999999999987,-0.0038519999999999943,-0.0010279999999999977,122,40,45,37,317,209,496,1613,1677,1673,0.196528,0.124627,0.296473
with_influencer,80,17,3,hybrid,with_influencer_size80_seed17_L3_hybrid,16,19,0.681674,0.271462,0.126377,0.021433,16,713.0,9.887768,7.101372,3.254696,1.26077,,13.0,,,,,11.0,0.003210000000000046,-0.008425000000000016,-0.0039030000000000176,-0.0003109999999999988,107,33,38,36,309,382,430,1625,1617,1721,0.190154,0.23624,0.249855
with_influencer,80,20,1,hybrid,with_influencer_size80_seed20_L1_hybrid,16,45,0.707626,0.178915,0.083123,0.023567,16,3863.0,9.348813999999999,4.908165,2.255212,1.311031,,,,,,,-4.0,0.003989999999999938,-0.006524000000000002,-0.003055000000000002,-0.0018799999999999997,109,33,39,37,478,253,337,1619,1612,1766,0.295244,0.156948,0.190827
with_influencer,80,20,2,hybrid,with_influencer_size80_seed20_L2_hybrid,16,15,0.694876,0.206608,0.096637,0.034921,16,1671.0,9.818641,5.874242,2.694797,1.3514599999999999,,8.0,,,,,-2.0,0.004361000000000059,-0.009417999999999982,-0.004226999999999995,-7.800000000000168e-05,103,34,35,34,348,518,321,1489,1694,1814,0.233714,0.305785,0.176957
with_influencer,80,20,3,hybrid,with_influencer_size80_seed20_L3_hybrid,16,17,0.690103,0.239708,0.111099,0.027502,16,806.0,10.001996,6.643487,3.034602,1.261029,,,,,,,2.0,0.0036370000000000013,-0.013358999999999982,-0.006222999999999992,0.0023389999999999973,105,32,40,33,769,268,436,1566,1594,1837,0.49106,0.16813,0.237343
with_influencer,80,22,1,hybrid,with_influencer_size80_seed22_L1_hybrid,16,54,0.700097,0.211335,0.098594,0.021533,16,4006.0,9.244409000000001,5.241149,2.41393,1.313499,,,,,,,2.0,0.0034889999999999644,-0.005319000000000018,-0.0025089999999999973,-0.0007649999999999983,110,37,34,39,228,290,338,1636,1680,1679,0.139364,0.172619,0.20131
with_influencer,80,22,2,hybrid,with_influencer_size80_seed22_L2_hybrid,16,16,0.677876,0.265312,0.123456,0.025943,16,1553.0,9.605879999999999,6.553445999999999,3.001156,1.288093,,7.0,,,,,1.0,0.003410000000000024,-0.009716000000000002,-0.004516000000000006,-0.000560999999999999,123,39,38,46,143,239,170,1493,1865,1637,0.09578,0.12815,0.103849
with_influencer,80,22,3,hybrid,with_influencer_size80_seed22_L3_hybrid,16,9,0.678371,0.281368,0.130662,0.020173,16,686.0,9.845315,7.132616,3.25829,1.240577,,12.0,,,,,-2.0,0.0033369999999999234,-0.005863000000000007,-0.002819999999999989,-0.0010310000000000007,101,37,30,34,170,272,470,1549,1801,1645,0.109748,0.151027,0.285714
with_influencer,80,42,1,hybrid,with_influencer_size80_seed42_L1_hybrid,16,50,0.692053,0.223905,0.104268,0.023225,16,3988.0,9.102651,5.729008,2.641433,1.320627,,,,,,,9.0,0.006506000000000012,-0.008635000000000004,-0.003935999999999995,-0.0025870000000000025,125,43,43,39,247,416,594,1620,1759,1617,0.152469,0.236498,0.367347
with_influencer,80,42,2,hybrid,with_influencer_size80_seed42_L2_hybrid,16,9,0.671675,0.28859,0.134565,0.022771,16,1456.0,9.570962,6.937258,3.1868360000000004,1.259017,,12.0,,,,,-4.0,0.0028599999999999737,-0.007533000000000012,-0.003490000000000021,-0.00023300000000000057,131,49,43,39,191,301,608,1512,1788,1696,0.126323,0.168345,0.358491
with_influencer,80,42,3,hybrid,with_influencer_size80_seed42_L3_hybrid,16,9,0.682034,0.2647,0.123288,0.022469,16,701.0,9.852805,7.235874000000001,3.31031,1.284886,,,,,,,4.0,0.003583000000000003,-0.007504999999999984,-0.003500000000000017,-0.0015000000000000013,97,35,33,29,269,361,994,1463,1835,1698,0.183869,0.19673,0.585395
with_influencer,80,70,1,hybrid,with_influencer_size80_seed70_L1_hybrid,16,40,0.697257,0.220331,0.102594,0.019744,16,3909.0,9.213715,5.335824000000001,2.459347,1.294285,,,,,,,2.0,0.004605999999999999,-0.006440000000000001,-0.002925999999999998,-0.001802999999999999,131,48,40,43,164,181,192,1684,1645,1679,0.097387,0.11003,0.114354
with_influencer,80,70,2,hybrid,with_influencer_size80_seed70_L2_hybrid,16,18,0.683201,0.242798,0.112701,0.031634,16,1574.0,9.670735,6.401778,2.928683,1.30515,,14.0,,,,,-8.0,0.0036449999999998983,-0.007701999999999987,-0.0035639999999999977,-0.0004930000000000004,117,42,39,36,336,167,240,1651,1654,1703,0.203513,0.100967,0.140928
with_influencer,80,70,3,hybrid,with_influencer_size80_seed70_L3_hybrid,16,17,0.681438,0.265405,0.123092,0.025469,16,757.0,9.879345999999998,7.015613999999999,3.2023859999999997,1.257094,,7.0,,,,,0.0,0.0040679999999999605,-0.011344999999999994,-0.005256999999999998,0.0003799999999999984,104,36,38,30,391,186,244,1661,1517,1830,0.2354,0.12261,0.133333
with_influencer,80,605,1,hybrid,with_influencer_size80_seed605_L1_hybrid,16,34,0.713179,0.167957,0.078293,0.02088,16,4169.0,9.420114,4.61975,2.123448,1.3393599999999999,,12.0,,,,,-3.0,0.002906999999999993,-0.006276000000000004,-0.0027549999999999936,-0.001353,121,41,39,41,186,326,220,1587,1658,1710,0.117202,0.196622,0.128655
with_influencer,80,605,2,hybrid,with_influencer_size80_seed605_L2_hybrid,16,10,0.690918,0.231117,0.107978,0.028379,16,1535.0,9.773209,6.052142,2.775753,1.323835,,,,,,,-2.0,0.0037210000000000854,-0.004712000000000022,-0.002133999999999997,-0.0008309999999999984,115,46,33,36,146,329,264,1574,1703,1678,0.092757,0.193188,0.15733
with_influencer,80,605,3,hybrid,with_influencer_size80_seed605_L3_hybrid,16,16,0.697226,0.214821,0.100407,0.030186,16,756.0,10.086154,6.277024,2.874739,1.303616,,,,,,,-2.0,0.0035680000000000156,-0.00837099999999999,-0.003956000000000001,7.300000000000015e-05,94,37,27,30,291,316,583,1569,1664,1722,0.185468,0.189904,0.33856
with_influencer,100,11,1,hybrid,with_influencer_size100_seed11_L1_hybrid,16,107,0.703548,0.197663,0.091689,0.02383,16,6734.0,9.28055,5.118904000000001,2.3549810000000004,1.3328700000000002,,,,,,,-2.0,0.0035239999999999716,-0.005745,-0.0026569999999999927,-0.0005639999999999985,178,61,59,58,359,296,306,2630,2481,2670,0.136502,0.119307,0.114607
with_influencer,100,11,2,hybrid,with_influencer_size100_seed11_L2_hybrid,16,30,0.687404,0.232048,0.108164,0.032388,16,2590.0,9.715397,6.291052,2.885566,1.334501,,13.0,,,,,2.0,0.0036960000000000326,-0.009692000000000006,-0.004489000000000007,0.0001270000000000021,168,52,60,56,371,258,613,2734,2374,2673,0.135699,0.108677,0.22933
with_influencer,100,11,3,hybrid,with_influencer_size100_seed11_L3_hybrid,16,25,0.686876,0.25163,0.117248,0.025533,16,1224.0,9.938745,6.869972,3.1467169999999998,1.280193,,8.0,,,,,9.0,0.003386,-0.009306999999999954,-0.004175999999999999,0.0010819999999999996,137,47,46,44,381,298,770,2761,2403,2617,0.137993,0.124012,0.29423
with_influencer,100,17,1,hybrid,with_influencer_size100_seed17_L1_hybrid,16,74,0.704057,0.199037,0.092383,0.022592,16,6371.0,9.294270000000001,5.111886,2.348389,1.3165200000000001,,,,,,,-1.0,0.0035800000000000276,-0.008892000000000011,-0.004126999999999992,-0.000501999999999999,178,63,54,61,267,306,345,2635,2662,2476,0.101328,0.114951,0.139338
with_influencer,100,17,2,hybrid,with_influencer_size100_seed17_L2_hybrid,16,36,0.692733,0.218746,0.102055,0.034852,16,2810.0,9.798777999999999,5.968909,2.741759,1.350826,,,,,,,-3.0,0.004435000000000078,-0.010040999999999994,-0.004740999999999995,-0.00010999999999999899,166,58,51,57,323,381,422,2535,2798,2440,0.127416,0.136169,0.172951
with_influencer,100,17,3,hybrid,with_influencer_size100_seed17_L3_hybrid,16,22,0.686817,0.254602,0.118482,0.021793,16,1195.0,9.981893,6.75077,3.091983,1.2577250000000002,,,,,,,-8.0,0.003006999999999982,-0.008054999999999979,-0.0035390000000000005,-0.0001349999999999997,148,55,44,49,226,505,386,2414,2920,2439,0.093621,0.172945,0.158262
with_influencer,100,20,1,hybrid,with_influencer_size100_seed20_L1_hybrid,16,75,0.708981,0.188126,0.087456,0.021236,16,6430.0,9.373605000000001,4.835589000000001,2.223452,1.318316,,10.0,,,,,-1.0,0.0027719999999999967,-0.006936999999999999,-0.0030689999999999884,-0.0010879999999999987,170,60,54,56,300,538,585,2521,2643,2623,0.119,0.203557,0.223027
with_influencer,100,20,2,hybrid,with_influencer_size100_seed20_L2_hybrid,16,26,0.696517,0.210507,0.098115,0.034552,16,2637.0,9.847565,5.853781,2.682769,1.3587719999999999,,,,,,,-10.0,0.003966000000000025,-0.009125999999999995,-0.004075000000000009,-2.3000000000002185e-05,155,54,56,45,276,487,474,2477,2638,2672,0.111425,0.18461,0.177395
with_influencer,100,20,3,hybrid,with_influencer_size100_seed20_L3_hybrid,16,39,0.694446,0.221425,0.103091,0.030152,16,1212.0,10.058276,6.399834,2.931871,1.279442,,14.0,,,,,8.0,0.003681999999999963,-0.010849999999999999,-0.005044999999999994,0.002094000000000002,127,43,47,37,436,475,633,2366,2614,2807,0.184277,0.181714,0.225508
with_influencer,100,22,1,hybrid,with_influencer_size100_seed22_L1_hybrid,16,50,0.694954,0.226297,0.105134,0.019247,16,5979.0,9.195927999999999,5.480808000000001,2.522151,1.291199,,13.0,,,,,1.0,0.0043079999999999785,-0.005754000000000009,-0.002597999999999989,-0.001641,184,60,62,62,653,398,322,2544,2640,2649,0.256682,0.150758,0.121555
with_influencer,100,22,2,hybrid,with_influencer_size100_seed22_L2_hybrid,16,20,0.679918,0.259872,0.121021,0.02748,16,2468.0,9.655652,6.564564,3.0112010000000002,1.2971819999999998,,13.0,,,,,0.0,0.0032690000000000774,-0.010637000000000008,-0.004824000000000009,-0.0006299999999999986,182,61,59,62,698,448,552,2533,2599,2701,0.275563,0.172374,0.204369
with_influencer,100,22,3,hybrid,with_influencer_size100_seed22_L3_hybrid,16,31,0.687063,0.252875,0.118184,0.024946,16,1209.0,9.959871,6.820227,3.1265730000000005,1.280358,,5.0,,,,,2.0,0.003066000000000013,-0.008095999999999992,-0.003709000000000004,-9.400000000000033e-05,142,48,40,54,597,465,628,2315,2690,2828,0.257883,0.172862,0.222065
with_influencer,100,42,1,hybrid,with_influencer_size100_seed42_L1_hybrid,16,50,0.704693,0.19639,0.09133,0.020642,16,6080.0,9.278648,5.0593069999999996,2.327762,1.307195,,,,,,,1.0,0.003546999999999967,-0.004565999999999987,-0.0021180000000000088,-0.0013829999999999988,175,59,56,60,898,384,342,2546,2649,2619,0.35271,0.14496,0.130584
with_influencer,100,42,2,hybrid,with_influencer_size100_seed42_L2_hybrid,16,34,0.690203,0.222239,0.103283,0.035957,16,2660.0,9.738748000000001,6.228004,2.850551,1.3544530000000001,,,,,,,1.0,0.004191000000000056,-0.012316000000000021,-0.005724999999999994,0.001680000000000001,175,64,58,53,669,458,425,2447,2623,2744,0.273396,0.174609,0.154883
with_influencer,100,42,3,hybrid,with_influencer_size100_seed42_L3_hybrid,16,17,0.683681,0.261541,0.121638,0.022158,16,1081.0,9.924164000000001,6.935926,3.170756,1.2557450000000001,,,,,,,-1.0,0.003018999999999994,-0.008261999999999992,-0.0037530000000000063,-0.0012110000000000003,139,55,47,37,481,528,614,2268,2653,2893,0.212081,0.19902,0.212236
with_influencer,100,70,1,hybrid,with_influencer_size100_seed70_L1_hybrid,16,69,0.70617,0.188904,0.087819,0.021342,16,6408.0,9.333167,4.927678,2.269495,1.31459,,12.0,,,,,3.0,0.002973999999999921,-0.006523000000000001,-0.0031940000000000024,-0.0004030000000000006,171,53,52,66,355,730,409,2543,2704,2569,0.139599,0.26997,0.159206
with_influencer,100,70,2,hybrid,with_influencer_size100_seed70_L2_hybrid,16,32,0.692255,0.226643,0.105288,0.031842,16,2750.0,9.780885,6.073166,2.780565,1.3549799999999999,,7.0,,,,,1.0,0.003674999999999984,-0.0063429999999999875,-0.003043999999999991,0.0003840000000000024,173,54,54,65,328,380,351,2614,2643,2559,0.125478,0.143776,0.137163
with_influencer,100,70,3,hybrid,with_influencer_size100_seed70_L3_hybrid,16,19,0.69477,0.226256,0.105158,0.026545,16,1224.0,10.042815000000001,6.506710999999999,2.9754050000000003,1.298291,,12.0,,,,,-10.0,0.0033119999999999816,-0.008170999999999984,-0.0037470000000000003,-0.0009840000000000022,132,45,40,47,434,919,408,2387,2892,2537,0.181818,0.317773,0.16082
with_influencer,100,605,1,hybrid,with_influencer_size100_seed605_L1_hybrid,16,58,0.702213,0.209798,0.097508,0.019285,16,6081.0,9.29112,5.119705,2.3573139999999997,1.2971249999999999,,12.0,,,,,-12.0,0.0035999999999999366,-0.003706999999999988,-0.001694000000000001,-0.0022059999999999996,187,62,68,57,362,272,544,2563,2546,2686,0.141241,0.106834,0.202532
with_influencer,100,605,2,hybrid,with_influencer_size100_seed605_L2_hybrid,16,39,0.690525,0.223627,0.104066,0.034324,16,2794.0,9.758002000000001,6.147785000000001,2.816761,1.354249,,12.0,,,,,-1.0,0.004277000000000086,-0.009855000000000003,-0.004447999999999994,-0.0012809999999999974,164,57,55,52,351,205,947,2493,2505,2797,0.140794,0.081836,0.338577
with_influencer,100,605,3,hybrid,with_influencer_size100_seed605_L3_hybrid,16,28,0.694423,0.225907,0.105739,0.028314,16,1388.0,10.028642999999999,6.5074939999999994,2.9798950000000004,1.30778,,,,,,,-6.0,0.002990999999999966,-0.00939100000000001,-0.004230999999999999,0.00040899999999999964,147,48,49,50,417,327,573,2530,2502,2763,0.164822,0.130695,0.207383
with_influencer,120,11,1,hybrid,with_influencer_size120_seed11_L1_hybrid,12,98,0.675139,0.236783,0.109962,0.033562,12,8510.0,6.469067,4.328929,1.990357,1.201303,,,,,,,7.0,0.009692000000000034,-0.008528000000000008,-0.0037770000000000026,-0.004028999999999998,265,81,87,97,551,285,333,3697,3733,3804,0.14904,0.076346,0.087539
