variant,size,seed,layers,similarity,run_tag,final_step,final_moves,final_tau,final_entropy,final_gini,final_drift,n_steps,auc_moves,auc_tau,auc_entropy,auc_gini,auc_drift,first_zero_moves_step,stable_moves_step,stable_tau_step,stable_entropy_step,stable_gini_step,stable_drift_step,delta_moves_last,delta_tau_last,delta_entropy_last,delta_gini_last,delta_drift_last,total_clusters,num_clusters_red,num_clusters_green,num_clusters_blue,largest_red,largest_green,largest_blue,total_red,total_green,total_blue,frac_largest_red,frac_largest_green,frac_largest_blue
without_influencer,120,11,2,hybrid,without_influencer_size120_seed11_L2_hybrid,12,0,0.661106,0.573211,0.260905,0.01621,12,607.0,7.214194000000001,8.343103,3.7563480000000005,1.0374929999999998,10.0,4.0,,,,,-1.0,0.0019439999999999458,-0.005431999999999992,-0.002257000000000009,-0.0024820000000000016,544,173,180,191,555,258,465,3782,3660,3792,0.146748,0.070492,0.122627
without_influencer,120,11,3,hybrid,without_influencer_size120_seed11_L3_hybrid,12,0,0.673331,0.684901,0.307917,0.012805,12,101.0,7.643362,9.459652,4.222166,0.960732,6.0,8.0,,,,,0.0,0.0010689999999999866,-0.006103999999999998,-0.002622000000000013,-0.002333,811,275,257,279,322,441,321,3681,3641,3912,0.087476,0.121121,0.082055
without_influencer,120,17,1,hybrid,without_influencer_size120_seed17_L1_hybrid,12,2,0.664415,0.34148,0.158665,0.021576,12,5482.0,6.535290000000001,5.545861,2.539287,1.1936630000000004,11.0,10.0,,,,,2.0,0.0045159999999999645,-0.006537999999999988,-0.0029639999999999944,-0.003535,328,98,113,117,455,326,264,3876,3845,3431,0.117389,0.084785,0.076945
without_influencer,120,17,2,hybrid,without_influencer_size120_seed17_L2_hybrid,12,0,0.662065,0.591431,0.268964,0.01507,12,567.0,7.226882,8.536166000000001,3.840651,1.033796,6.0,5.0,,,,,0.0,0.0020489999999999675,-0.004288999999999987,-0.0019100000000000228,-0.002964999999999999,591,164,198,229,604,503,191,4032,3908,3212,0.149802,0.12871,0.059465
without_influencer,120,17,3,hybrid,without_influencer_size120_seed17_L3_hybrid,12,0,0.674355,0.713006,0.320711,0.011693,12,98.0,7.658019,9.696318999999999,4.328968,0.9544559999999997,6.0,4.0,,,,,0.0,0.0010000000000000009,-0.003669999999999951,-0.0014869999999999606,-0.0022369999999999994,858,270,266,322,718,1059,281,3904,4014,3234,0.183914,0.263827,0.086889
without_influencer,120,20,1,hybrid,without_influencer_size120_seed20_L1_hybrid,12,4,0.664889,0.350881,0.16277,0.022007,12,5403.0,6.529421999999999,5.6254040000000005,2.571086,1.1920730000000002,,,,,,,3.0,0.004471000000000003,-0.005964000000000025,-0.0026680000000000037,-0.0028890000000000027,344,137,98,109,343,574,333,3502,3954,3770,0.097944,0.145169,0.088329
without_influencer,120,20,2,hybrid,without_influencer_size120_seed20_L2_hybrid,12,0,0.66219,0.604568,0.273601,0.014637,12,588.0,7.231383999999999,8.632937000000002,3.8684060000000002,1.0305840000000002,5.0,12.0,,,,,0.0,0.0017159999999999398,-0.005206000000000044,-0.0022340000000000138,-0.0022109999999999977,625,235,184,206,367,477,328,3373,4066,3787,0.108805,0.117314,0.086612
without_influencer,120,20,3,hybrid,without_influencer_size120_seed20_L3_hybrid,12,0,0.674657,0.699766,0.314706,0.012089,12,96.0,7.660101999999999,9.586568999999999,4.277031,0.9527390000000001,4.0,11.0,,,,,0.0,0.0010619999999998964,-0.0037289999999999823,-0.0015670000000000406,-0.0021199999999999986,826,303,235,288,279,530,340,3378,4089,3759,0.082593,0.129616,0.09045
without_influencer,120,22,1,hybrid,without_influencer_size120_seed22_L1_hybrid,12,5,0.664118,0.333586,0.154756,0.021189,12,5356.0,6.52169,5.513947000000001,2.517715,1.1885389999999998,6.0,8.0,,,,,1.0,0.004754000000000036,-0.006587999999999983,-0.0030050000000000077,-0.003963999999999999,300,115,84,101,335,391,392,3587,3902,3775,0.093393,0.100205,0.103841
without_influencer,120,22,2,hybrid,without_influencer_size120_seed22_L2_hybrid,12,0,0.662197,0.57644,0.262241,0.015889,12,569.0,7.219091999999999,8.442991000000001,3.793678,1.0393600000000003,7.0,8.0,,,,,-1.0,0.0020860000000000323,-0.006890000000000063,-0.0030689999999999884,-0.003047000000000001,570,195,188,187,279,933,451,3502,3995,3767,0.079669,0.233542,0.119724
without_influencer,120,22,3,hybrid,without_influencer_size120_seed22_L3_hybrid,12,1,0.674312,0.707699,0.318206,0.012142,12,95.0,7.651719,9.671358,4.315265,0.959923,6.0,5.0,,,,,0.0,0.0009640000000000759,-0.003950000000000009,-0.0017329999999999846,-0.0022850000000000006,839,277,265,297,305,783,533,3585,3967,3712,0.085077,0.197378,0.143588
without_influencer,120,42,1,hybrid,without_influencer_size120_seed42_L1_hybrid,12,5,0.667344,0.337178,0.156641,0.022184,12,5565.0,6.547439,5.4908220000000005,2.5124450000000005,1.2005819999999998,,10.0,,,,,3.0,0.004823000000000022,-0.004614000000000007,-0.0021829999999999905,-0.003418000000000001,308,98,111,99,504,525,663,3793,3531,3929,0.132876,0.148683,0.168745
without_influencer,120,42,2,hybrid,without_influencer_size120_seed42_L2_hybrid,12,0,0.662087,0.575746,0.260782,0.014954,12,612.0,7.216063,8.415082,3.773634,1.0412749999999997,10.0,6.0,,,,,0.0,0.0017960000000000198,-0.00541999999999998,-0.0023299999999999987,-0.002455999999999998,588,179,222,187,605,551,1093,3843,3516,3894,0.157429,0.156712,0.280688
without_influencer,120,42,3,hybrid,without_influencer_size120_seed42_L3_hybrid,12,0,0.674906,0.695815,0.312478,0.01092,12,98.0,7.653387,9.593126,4.275387,0.963951,7.0,4.0,,,,,0.0,0.0009449999999999736,-0.0019740000000000313,-0.0008630000000000027,-0.0026850000000000016,841,250,311,280,900,435,446,3897,3558,3798,0.230947,0.12226,0.11743
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,12,2,0.668657,0.317344,0.147388,0.020941,12,5596.0,6.584242,5.211886000000001,2.385178,1.1893680000000002,11.0,,,,,,2.0,0.0044999999999999485,-0.005622999999999989,-0.0025239999999999985,-0.003716999999999998,310,104,101,105,446,412,293,3779,3716,3733,0.118021,0.110872,0.078489
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,12,0,0.662387,0.55211,0.250422,0.015272,12,665.0,7.240626000000001,8.055939,3.6187009999999997,1.0303859999999998,6.0,9.0,,,,,0.0,0.0017919999999999048,-0.006215999999999999,-0.0025360000000000382,-0.002343999999999999,569,190,185,194,502,573,402,3691,3859,3678,0.136007,0.148484,0.109299
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,12,0,0.674041,0.68857,0.309735,0.011967,12,127.0,7.656117,9.426266000000002,4.211831999999999,0.9507279999999999,8.0,5.0,,,,,0.0,0.0011160000000000059,-0.003819000000000017,-0.0016100000000000003,-0.0024989999999999995,819,267,268,284,392,616,344,3658,3862,3708,0.107162,0.159503,0.092772
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,12,3,0.664358,0.340319,0.157836,0.021787,12,5546.0,6.530037,5.500359,2.515324,1.192614,11.0,,,,,,3.0,0.004744999999999999,-0.005605000000000027,-0.002582000000000001,-0.0040479999999999995,337,113,103,121,466,712,356,3636,3729,3811,0.128163,0.190936,0.093414
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,12,0,0.662747,0.583229,0.264892,0.015874,12,602.0,7.233777999999999,8.424905,3.787474,1.0337799999999997,12.0,7.0,,,,,-1.0,0.0019899999999999363,-0.004642999999999953,-0.0021839999999999637,-0.002921,598,206,195,197,318,882,394,3477,3646,4053,0.091458,0.241909,0.097212
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,12,0,0.675277,0.693202,0.311658,0.011589,12,95.0,7.6695150000000005,9.516549999999999,4.2479119999999995,0.95422,5.0,6.0,,,,,-1.0,0.0010010000000000296,-0.002862000000000031,-0.0011710000000000331,-0.0028269999999999997,816,288,283,245,305,767,799,3419,3693,4064,0.089207,0.20769,0.196604
without_influencer,140,11,1,hybrid,without_influencer_size140_seed11_L1_hybrid,12,6,0.666265,0.327611,0.151924,0.021395,12,7592.0,6.561655,5.360817000000001,2.452729,1.1899900000000003,,,,,,,4.0,0.004379000000000022,-0.00534100000000004,-0.0025109999999999855,-0.0035530000000000006,407,136,159,112,590,277,816,5105,4829,5339,0.115573,0.057362,0.152838
without_influencer,140,11,2,hybrid,without_influencer_size140_seed11_L2_hybrid,12,0,0.662487,0.575482,0.261833,0.015541,12,841.0,7.235624,8.377927,3.770779,1.0348210000000002,4.0,8.0,,,,,-1.0,0.0019520000000000648,-0.005590999999999902,-0.0023259999999999947,-0.0027469999999999994,761,229,285,247,365,392,697,5200,4768,5305,0.070192,0.082215,0.131385
without_influencer,140,11,3,hybrid,without_influencer_size140_seed11_L3_hybrid,12,0,0.674147,0.68815,0.309635,0.011492,12,158.0,7.657346,9.437538,4.2178130000000005,0.951862,9.0,8.0,,,,,0.0,0.0009930000000000216,-0.003126999999999991,-0.0014779999999999793,-0.0024159999999999997,1102,359,392,351,336,498,653,5125,4813,5335,0.065561,0.10347,0.122399
without_influencer,140,17,1,hybrid,without_influencer_size140_seed17_L1_hybrid,12,0,0.667154,0.327526,0.15191,0.020844,12,7759.0,6.5613030000000006,5.3281849999999995,2.435347,1.1967380000000003,12.0,,,,,,-3.0,0.004350999999999994,-0.0041440000000000365,-0.001826000000000022,-0.0037920000000000002,409,130,130,149,945,392,412,5232,5097,4903,0.180619,0.076908,0.08403
without_influencer,140,17,2,hybrid,without_influencer_size140_seed17_L2_hybrid,12,1,0.663351,0.570529,0.259378,0.015243,12,838.0,7.240271999999999,8.349354,3.751096,1.036148,9.0,8.0,,,,,1.0,0.0019419999999999993,-0.005302000000000029,-0.0023179999999999867,-0.0034010000000000012,778,262,233,283,376,664,413,5307,5366,4559,0.07085,0.123742,0.09059
without_influencer,140,17,3,hybrid,without_influencer_size140_seed17_L3_hybrid,12,0,0.674031,0.696833,0.3125,0.01259,12,157.0,7.656293000000001,9.569156999999999,4.264074000000001,0.9550029999999999,8.0,5.0,,,,,0.0,0.001048000000000049,-0.004230999999999985,-0.0018469999999999875,-0.002699,1188,405,349,434,380,719,361,5267,5530,4435,0.072147,0.130018,0.081398
without_influencer,140,20,1,hybrid,without_influencer_size140_seed20_L1_hybrid,12,2,0.664364,0.340009,0.157997,0.021614,12,7808.0,6.522803,5.491186000000001,2.511984,1.19732,,9.0,,,,,1.0,0.00479099999999999,-0.0048659999999999815,-0.0021770000000000123,-0.0038909999999999986,422,151,130,141,569,404,435,4766,5374,5151,0.119387,0.075177,0.08445
without_influencer,140,20,2,hybrid,without_influencer_size140_seed20_L2_hybrid,12,1,0.662739,0.574676,0.260999,0.015482,12,898.0,7.228870000000001,8.393407,3.7684770000000003,1.041559,6.0,11.0,,,,,1.0,0.0020719999999999628,-0.005515000000000048,-0.002479000000000009,-0.0022190000000000022,753,270,225,258,243,637,737,4698,5555,5038,0.051724,0.114671,0.146288
without_influencer,140,20,3,hybrid,without_influencer_size140_seed20_L3_hybrid,12,0,0.674443,0.69511,0.312225,0.01233,12,144.0,7.654703,9.571045,4.265078,0.960016,4.0,8.0,,,,,0.0,0.0010240000000000249,-0.0045880000000000365,-0.0019340000000000468,-0.0025179999999999994,1094,390,345,359,293,469,381,4650,5562,5079,0.063011,0.084322,0.075015
without_influencer,140,22,1,hybrid,without_influencer_size140_seed22_L1_hybrid,12,4,0.668453,0.319854,0.148443,0.021468,12,7762.0,6.562575000000001,5.288738000000001,2.418229,1.1980349999999997,,9.0,,,,,0.0,0.0045640000000000125,-0.005768999999999969,-0.0026639999999999997,-0.003570999999999998,412,153,125,134,527,307,634,4907,5148,5221,0.107398,0.059635,0.121433
without_influencer,140,22,2,hybrid,without_influencer_size140_seed22_L2_hybrid,12,0,0.663596,0.570342,0.259056,0.015772,12,880.0,7.2335210000000005,8.363199000000002,3.7538910000000003,1.045128,9.0,8.0,,,,,0.0,0.0019519999999999538,-0.005317000000000016,-0.002340999999999982,-0.002959,784,298,271,215,299,878,827,4683,5167,5426,0.063848,0.169925,0.152414
without_influencer,140,22,3,hybrid,without_influencer_size140_seed22_L3_hybrid,12,0,0.675197,0.689062,0.309552,0.012126,12,132.0,7.6608,9.479612999999999,4.231409,0.9597899999999999,4.0,7.0,,,,,0.0,0.0010150000000000992,-0.0035010000000000874,-0.0016720000000000068,-0.0024460000000000003,1086,411,349,326,281,789,624,4551,5299,5426,0.061745,0.148896,0.115002
without_influencer,140,42,1,hybrid,without_influencer_size140_seed42_L1_hybrid,12,2,0.664336,0.347607,0.161054,0.022142,12,7878.0,6.511778,5.645228,2.580222,1.2038710000000001,,,,,,,-2.0,0.004694000000000087,-0.008527000000000007,-0.003809000000000007,-0.0036250000000000032,430,146,142,142,366,600,293,5061,5179,5126,0.072318,0.115852,0.05716
without_influencer,140,42,2,hybrid,without_influencer_size140_seed42_L2_hybrid,12,1,0.664045,0.575513,0.261532,0.015964,12,849.0,7.234487,8.421731000000001,3.783324,1.046828,9.0,6.0,,,,,0.0,0.0018890000000000295,-0.0047239999999999505,-0.0020940000000000403,-0.002287000000000001,734,239,254,241,434,394,426,5210,4917,5239,0.083301,0.08013,0.081313
without_influencer,140,42,3,hybrid,without_influencer_size140_seed42_L3_hybrid,12,0,0.675704,0.706764,0.317243,0.01233,12,130.0,7.664769999999999,9.703033999999999,4.322964,0.9608559999999999,8.0,5.0,,,,,-1.0,0.0010430000000000161,-0.003936000000000051,-0.001680999999999988,-0.003025999999999999,1107,384,370,353,437,341,593,5096,5075,5195,0.085754,0.067192,0.114148
without_influencer,140,70,1,hybrid,without_influencer_size140_seed70_L1_hybrid,12,0,0.666277,0.329788,0.153166,0.022291,12,7850.0,6.540156999999999,5.384887,2.462715,1.1999380000000002,10.0,9.0,,,,,-1.0,0.004677000000000042,-0.005969000000000002,-0.0026559999999999917,-0.003263000000000002,417,129,146,142,631,685,502,5108,5081,5103,0.123532,0.134816,0.098374
without_influencer,140,70,2,hybrid,without_influencer_size140_seed70_L2_hybrid,12,1,0.663752,0.559621,0.253995,0.015262,12,930.0,7.239726999999999,8.229138,3.691416,1.040386,7.0,8.0,,,,,1.0,0.0020000000000000018,-0.005098999999999965,-0.00212699999999999,-0.002784,764,248,265,251,352,553,535,5044,5258,4990,0.069786,0.105173,0.107214
without_influencer,140,70,3,hybrid,without_influencer_size140_seed70_L3_hybrid,12,0,0.674845,0.691269,0.310638,0.011822,12,154.0,7.657944,9.497560000000002,4.238226,0.957519,6.0,5.0,,,,,0.0,0.001064000000000065,-0.00423399999999996,-0.001888999999999974,-0.0024230000000000015,1116,381,366,369,434,496,778,4947,5318,5027,0.08773,0.093268,0.154764
without_influencer,140,605,1,hybrid,without_influencer_size140_seed605_L1_hybrid,12,10,0.667692,0.318792,0.147713,0.021267,12,7800.0,6.570240999999999,5.214855000000001,2.3866289999999997,1.1937759999999997,,,,,,,-3.0,0.004672999999999927,-0.004714999999999969,-0.0021989999999999787,-0.004125999999999998,426,140,161,125,429,659,565,4952,4856,5423,0.086632,0.135708,0.104186
without_influencer,140,605,2,hybrid,without_influencer_size140_seed605_L2_hybrid,12,0,0.663916,0.568465,0.257971,0.015363,12,870.0,7.245459,8.294661999999999,3.7223959999999994,1.040817,10.0,,,,,,-3.0,0.001962999999999937,-0.0042079999999999895,-0.0019419999999999993,-0.0030219999999999986,795,263,303,229,319,252,431,4870,4687,5674,0.065503,0.053766,0.075961
without_influencer,140,605,3,hybrid,without_influencer_size140_seed605_L3_hybrid,12,0,0.675507,0.680385,0.306077,0.012329,12,151.0,7.666785999999999,9.403279999999999,4.197995,0.9629180000000002,7.0,5.0,,,,,-1.0,0.0011299999999999644,-0.003754999999999953,-0.0016519999999999868,-0.0035239999999999994,1074,376,379,319,367,399,448,4824,4761,5646,0.076078,0.083806,0.079348
