variant,size,layers,step,moves_n,moves_mean,moves_std,moves_median,moves_min,moves_max,moves_ci95,tau_n,tau_mean,tau_std,tau_median,tau_min,tau_max,tau_ci95,entropy_n,entropy_mean,entropy_std,entropy_median,entropy_min,entropy_max,entropy_ci95,gini_n,gini_mean,gini_std,gini_median,gini_min,gini_max,gini_ci95,drift_n,drift_mean,drift_std,drift_median,drift_min,drift_max,drift_ci95
with_influencer,60,2,1,7,465.57142857142856,12.488089563755585,467.0,443,482,9.251306214079536,7,0.27781285714285714,0.002330767858351374,0.277435,0.274714,0.280886,0.001726656992765692,7,0.985677,0.01897527753859395,0.986678,0.954965,1.007393,0.014057082319153822,7,0.436702,0.007840843470783844,0.43719,0.423332,0.445608,0.005808578129949999,7,0.35506814285714283,0.002225320383568129,0.354429,0.352667,0.359667,0.0016485404102619622
with_influencer,60,2,2,7,126.28571428571429,4.785891965429426,126.0,119,132,3.5454383838015477,7,0.44012628571428575,0.005157463159160257,0.438915,0.434721,0.449115,0.003820702176232349,7,0.7408697142857142,0.027437606295704735,0.752009,0.686395,0.76883,0.02032606319221375,7,0.3354648571428571,0.011610289451295237,0.339885,0.312098,0.347322,0.008601022790529048,7,0.2277955714285714,0.0025801979805913314,0.228206,0.224659,0.230988,0.0019114374131876056
with_influencer,60,2,3,7,39.857142857142854,8.375133261199917,43.0,29,52,6.204385545724894,7,0.5236497142857143,0.0056392148009654745,0.521614,0.518487,0.534658,0.00417758878684821,7,0.5687742857142857,0.025692370636139456,0.571032,0.52278,0.603065,0.019033174522578536,7,0.2600647142857143,0.011203653328480044,0.261479,0.239748,0.274964,0.008299782535110989,7,0.1503317142857143,0.00521470266695637,0.148444,0.143404,0.156741,0.0038631057970153117
with_influencer,60,2,4,7,18.571428571428573,4.157609203101499,20.0,12,23,3.0799999999999996,7,0.5753005714285714,0.006671019034029298,0.577664,0.566779,0.585689,0.00494196005951754,7,0.4756228571428571,0.011631715399839218,0.47414,0.465964,0.499856,0.008616895355335361,7,0.218546,0.004940433179388218,0.21813,0.214503,0.229016,0.0036599241172461474,7,0.09667042857142857,0.004103535299273172,0.09682,0.088795,0.100933,0.0030399414914545095
with_influencer,60,2,5,7,15.285714285714286,6.156684327197709,16.0,6,24,4.5609355765383635,7,0.6019112857142856,0.005248273707111882,0.604001,0.593347,0.606847,0.0038879755715968043,7,0.43059842857142855,0.014591406693177806,0.426464,0.415761,0.461522,0.010809465348850515,7,0.19833542857142855,0.006441500209763329,0.196591,0.192377,0.212028,0.004771930135057161,7,0.06908414285714286,0.0036662232805514147,0.069363,0.063855,0.073724,0.002715976214328836
with_influencer,60,2,6,7,12.428571428571429,2.9920529661723827,13.0,6,15,2.216543856247078,7,0.6180948571428572,0.005924028708814392,0.619388,0.607966,0.624216,0.004388581882476393,7,0.40239400000000003,0.019685420493349887,0.392327,0.384796,0.440157,0.014583163582158713,7,0.18548214285714287,0.00897107922583399,0.180742,0.17788,0.202539,0.006645868494556094,7,0.053547142857142856,0.003327425502725866,0.054511,0.047679,0.058027,0.0024649913081658797
with_influencer,60,2,7,7,10.571428571428571,4.07664661444276,10.0,3,16,3.020022074974508,7,0.6298279999999999,0.006416552137506018,0.632627,0.617873,0.636257,0.004753448344489858,7,0.3799091428571429,0.024371579243239943,0.366349,0.35776,0.426067,0.018054718565944646,7,0.17542285714285713,0.011145174223680412,0.169057,0.165176,0.196361,0.008256460608016812,7,0.044044714285714284,0.0030889533672041575,0.044533,0.039865,0.049062,0.0022883286779073805
with_influencer,60,2,8,7,10.714285714285714,5.407226205560041,12.0,4,18,4.005729230323321,7,0.6381537142857143,0.006886954085183734,0.641679,0.625147,0.644684,0.0051019269840326,7,0.36012385714285716,0.02906123800659895,0.353082,0.33172,0.415319,0.021528866395993388,7,0.16648257142857142,0.01329575971073914,0.163618,0.153257,0.191445,0.009849636632160598,7,0.038665,0.004183927261955367,0.037821,0.03176,0.044224,0.0030994966908408426
with_influencer,60,2,9,7,9.285714285714286,3.1997023671109224,11.0,3,12,2.370372685184055,7,0.6452192857142858,0.008155750399039274,0.648227,0.629844,0.653413,0.0060418644470726255,7,0.3449851428571429,0.03051799328499264,0.343106,0.311712,0.403166,0.022608045808552323,7,0.15960328571428573,0.014039571784949915,0.158827,0.14401,0.186081,0.01040066032790867,7,0.034219285714285716,0.004588914966680969,0.033726,0.026924,0.040658,0.0033995157810488247
with_influencer,60,2,10,7,8.571428571428571,3.59894164336975,9.0,2,13,2.6661332799893303,7,0.6508022857142857,0.009244261962866271,0.652734,0.633543,0.659754,0.006848245098261788,7,0.3330525714285714,0.03382187107409023,0.333547,0.290676,0.395602,0.025055592726340902,7,0.154144,0.015413434972992458,0.154429,0.134689,0.182478,0.011418432420585,7,0.03181285714285714,0.004810721201253558,0.031021,0.023529,0.038126,0.00356383213910719
with_influencer,60,2,11,7,7.714285714285714,3.5456210417116734,7.0,4,14,2.62663282550112,7,0.6558784285714285,0.010073064079632451,0.658074,0.637041,0.665703,0.00746223029863504,7,0.3196421428571429,0.036238841176416264,0.317265,0.273574,0.385614,0.02684610923511016,7,0.14813428571428572,0.016478618102602788,0.147067,0.127103,0.177908,0.012207531125858333,7,0.02998257142857143,0.005143723938197009,0.029217,0.022333,0.037297,0.0038105240189069355
with_influencer,60,2,12,7,7.714285714285714,2.6903708365381975,8.0,3,11,1.9930546070458446,7,0.660265,0.010691788032566561,0.661976,0.640179,0.670501,0.007920587417340533,7,0.3097238571428571,0.03675456504720911,0.309656,0.262603,0.37731,0.027228162825153415,7,0.143584,0.016784614979200446,0.14359,0.121962,0.174253,0.012434216784341501,7,0.029423285714285714,0.004694758130592237,0.028296,0.021769,0.035599,0.003477925494160754
with_influencer,60,2,13,7,9.571428571428571,3.408672412985387,9.0,5,14,2.5251798615808205,7,0.6643867142857143,0.011197719376645286,0.665493,0.643623,0.675929,0.008295386602073879,7,0.29851728571428576,0.03672429013479718,0.296879,0.253865,0.36824,0.0272057348561757,7,0.13842285714285715,0.016902194072847192,0.137522,0.117879,0.170377,0.012521320595869002,7,0.028534857142857143,0.0043804219518432785,0.029478,0.02044,0.033805,0.0032450619941895307
with_influencer,60,2,14,7,5.857142857142857,2.267786838055363,6.0,1,8,1.6799999999999997,7,0.6685748571428572,0.011536358255945546,0.669057,0.647008,0.680392,0.00854625379456207,7,0.28951028571428566,0.03688265087053934,0.287379,0.244501,0.359177,0.02732305013095476,7,0.13444671428571428,0.017071990342022086,0.133476,0.113756,0.16663,0.012647107432368347,7,0.027404,0.004658156895883465,0.028921,0.018992,0.033375,0.003450810920039907
with_influencer,60,2,15,7,6.428571428571429,2.5071326821120348,7.0,3,10,1.8573098825990235,7,0.6722978571428572,0.011747241143187183,0.6723,0.650197,0.684176,0.008702478023674241,7,0.2808225714285714,0.0387315669226758,0.274613,0.232222,0.353962,0.028692746310271515,7,0.13046342857142856,0.017907581437826305,0.127733,0.108025,0.164178,0.013266121978794954,7,0.02678657142857143,0.005045672596629803,0.027819,0.018284,0.034276,0.003737886568566074
with_influencer,60,2,16,7,7.571428571428571,3.8668308667927214,6.0,3,13,2.8645883939349237,7,0.6757734285714285,0.01236001218792737,0.675626,0.652742,0.688974,0.009156425166275304,7,0.27247914285714286,0.039397969974896654,0.267211,0.221833,0.34653,0.02918642460002253,7,0.1266735714285714,0.018246709875638235,0.124488,0.103281,0.160845,0.013517351841303826,7,0.02713585714285714,0.0044568446771444115,0.027854,0.02015,0.034571,0.0033016767413744986
with_influencer,60,3,1,7,174.71428571428572,8.360906763309947,176.0,166,190,6.193846408600502,7,0.37900557142857144,0.0028493019529434926,0.378509,0.376118,0.38353,0.0021107924257333546,7,1.0484342857142859,0.023405241034963997,1.059144,1.003517,1.068711,0.01733884520313084,7,0.4622887142857143,0.009445452463386562,0.46616,0.443756,0.471005,0.006997289106808917,7,0.3398724285714286,0.003681460346888768,0.342421,0.335341,0.342986,0.0027272639910357077
with_influencer,60,3,2,7,33.714285714285715,5.851332774513448,32.0,28,43,4.334727980700365,7,0.5047404285714286,0.0050325037127703625,0.502882,0.4996,0.514451,0.0037281309228798924,7,0.8075635714285714,0.03465939361297374,0.812846,0.738302,0.835637,0.025676038105824132,7,0.36554000000000003,0.01480844003713197,0.368774,0.335899,0.377468,0.010970245900057721,7,0.2087777142857143,0.0019700157118058524,0.210016,0.205305,0.210383,0.0014594080626518886
with_influencer,60,3,3,7,21.142857142857142,3.891382420536067,21.0,16,27,2.88277643947636,7,0.5567324285714286,0.004598270213067187,0.555923,0.551786,0.565113,0.003406446244558493,7,0.6246878571428571,0.03185398744494725,0.628613,0.578436,0.658973,0.023597764132629186,7,0.28565199999999996,0.013885943060039744,0.287807,0.265494,0.300361,0.010286850575811168,7,0.154383,0.005379741567522862,0.154968,0.146436,0.163249,0.003985368325529439
with_influencer,60,3,4,7,22.714285714285715,3.9460649476951812,23.0,16,28,2.923285822494954,7,0.5897037142857143,0.00645704815722804,0.589066,0.583218,0.599008,0.0047834482157261115,7,0.5204224285714286,0.03306692160784015,0.532533,0.458191,0.557719,0.02449631833510769,7,0.2390017142857143,0.01451222612964997,0.243653,0.21172,0.255509,0.010750807566516415,7,0.10645642857142858,0.0062294765124404836,0.106371,0.096432,0.115039,0.004614860782009933
with_influencer,60,3,5,7,19.857142857142858,4.6700667885506535,19.0,14,27,3.459633891998786,7,0.610646,0.007836877269252938,0.609889,0.600097,0.624736,0.005805639926737895,7,0.46019942857142854,0.029809354912270637,0.469624,0.405835,0.496839,0.02208307915551633,7,0.21164742857142857,0.013262423205648141,0.216546,0.187477,0.227912,0.009824940603586362,7,0.07552871428571428,0.005643386297672868,0.074831,0.067657,0.085602,0.004180679074855344
with_influencer,60,3,6,7,15.285714285714286,3.9036002917941333,16.0,11,20,2.8918275651682044,7,0.6252767142857143,0.00848601586364854,0.62433,0.614589,0.641026,0.00628652852714966,7,0.42321985714285715,0.030432802140829173,0.423816,0.371886,0.461852,0.02254493532577106,7,0.1951067142857143,0.013528916632091995,0.195054,0.17242,0.212282,0.010022361696659461,7,0.058783714285714286,0.003140198970038136,0.057894,0.05562,0.064553,0.0023262919517549807
with_influencer,60,3,7,7,15.285714285714286,3.7733400639347674,15.0,11,20,2.7953294379494276,7,0.635004,0.008710374408332505,0.635533,0.623487,0.649907,0.006452735662998552,7,0.3949175714285714,0.030698908286002285,0.391082,0.347078,0.433642,0.022742069516863823,7,0.18254757142857142,0.013699009998988276,0.18151,0.161379,0.199733,0.010148368626230853,7,0.04867757142857143,0.002411334060718454,0.048898,0.044806,0.052986,0.0017863412707169555
with_influencer,60,3,8,7,12.285714285714286,5.765248931147313,11.0,6,23,4.270956177095085,7,0.6428965714285714,0.009022982264882318,0.643376,0.631036,0.658241,0.0066843188039669744,7,0.374183,0.032441971538939095,0.374512,0.329092,0.415574,0.024033348845147098,7,0.17316099999999998,0.014500536461340537,0.17391,0.153245,0.191652,0.01074214773904486,7,0.040263714285714285,0.002642705476986651,0.039478,0.038324,0.045954,0.001957743614538602
with_influencer,60,3,9,7,11.428571428571429,3.779644730092272,12.0,5,17,2.8,7,0.6493724285714286,0.009397764306066635,0.650256,0.636515,0.663771,0.006961961225478529,7,0.35535242857142857,0.03272049551813632,0.35924,0.312333,0.395243,0.02423968229642184,7,0.16444585714285714,0.014797655314593722,0.166772,0.145355,0.182185,0.01096225646579511,7,0.03541785714285715,0.002825127102071184,0.033963,0.032625,0.040018,0.002092883445584105
with_influencer,60,3,10,7,9.714285714285714,4.347960660443228,9.0,6,17,3.22101433299098,7,0.6550251428571429,0.01015065095496461,0.656142,0.64159,0.66963,0.007519707460231857,7,0.34001771428571426,0.03526850451755448,0.341347,0.291602,0.381335,0.026127273778650033,7,0.15746242857142856,0.01616582575328937,0.158573,0.135629,0.176138,0.011975811310737987,7,0.031338142857142856,0.002809978257838272,0.030907,0.027078,0.034507,0.0020816610247268085
with_influencer,60,3,11,7,11.142857142857142,3.2366943748507486,11.0,8,17,2.3977767480174905,7,0.6599148571428571,0.010744733988153928,0.661557,0.646212,0.675087,0.007959810330135585,7,0.3269352857142857,0.03808522869702588,0.329565,0.271711,0.369682,0.028213932252058267,7,0.15157214285714285,0.0174949896963728,0.152945,0.126608,0.171058,0.012960469739347157,7,0.028930285714285717,0.00378982271855759,0.027792,0.024878,0.034125,0.002807539959371312
with_influencer,60,3,12,7,9.571428571428571,4.720774754816659,12.0,2,15,3.4971988791031023,7,0.6643218571428572,0.011492818807536215,0.666433,0.649917,0.680392,0.008513999319802656,7,0.31470571428571426,0.04160647365781069,0.315855,0.254394,0.362435,0.030822507024099548,7,0.1460407142857143,0.01902862585434803,0.14663,0.118927,0.167761,0.014096603304531677,7,0.026441142857142858,0.0034207106195726566,0.026351,0.022595,0.031287,0.0025340978898219383
with_influencer,60,3,13,7,8.428571428571429,3.866830866792722,8.0,2,13,2.8645883939349237,7,0.668236,0.01188284013469281,0.670256,0.65278,0.684719,0.008802931162349646,7,0.3052958571428572,0.04290264682755044,0.305464,0.243931,0.356877,0.03178272554579714,7,0.14183614285714286,0.019663930536463377,0.142133,0.114176,0.165346,0.01456724359930869,7,0.024478857142857142,0.0038576873222424947,0.025026,0.019077,0.029616,0.002857814761340093
with_influencer,60,3,14,7,9.285714285714286,4.0708019567928595,9.0,4,14,3.0156922919953217,7,0.6716895714285714,0.012581273317344082,0.673723,0.654648,0.689038,0.00932033770478303,7,0.2956115714285715,0.045261414913283275,0.296817,0.232883,0.35224,0.033530125397288134,7,0.13737157142857143,0.02074037793658497,0.138032,0.108958,0.163038,0.015364686992954544,7,0.023361142857142858,0.004396476180934431,0.0234,0.017645,0.029658,0.003256955133536025
with_influencer,60,3,15,7,8.714285714285714,4.820590756130958,8.0,3,16,3.5711436076790117,7,0.6749419999999999,0.01301456920787874,0.677242,0.657005,0.692873,0.009641327792512127,7,0.2857912857142857,0.04737367468582201,0.290824,0.220389,0.347356,0.03509490933478909,7,0.13293785714285714,0.021735553305038968,0.135408,0.103199,0.160833,0.016101923222985922,7,0.022643285714285716,0.005585241764814534,0.02129,0.015609,0.029513,0.004137605002123812
with_influencer,60,3,16,7,7.428571428571429,3.154739442867026,8.0,1,10,2.33706368476913,7,0.677725857142857,0.013891853577169688,0.67945,0.658544,0.696691,0.010291229148175958,7,0.27868514285714285,0.04835237913287745,0.282013,0.212213,0.344298,0.03581994373549276,7,0.12969614285714287,0.02220438682954769,0.131178,0.099451,0.159481,0.016449239958385112,7,0.021343857142857144,0.005827483602967678,0.020856,0.012556,0.029064,0.0043170602671725586
with_influencer,80,1,1,7,1729.857142857143,8.071112509614604,1730.0,1720,1741,5.979163821137535,7,0.13393342857142856,0.002686421216485037,0.133691,0.130228,0.138375,0.0019901286875643634,7,0.8426051428571428,0.01405416087176761,0.844683,0.820035,0.86503,0.010411468074669711,7,0.3786887142857143,0.006542817963596562,0.379002,0.368364,0.389566,0.004846987377467917,7,0.27086899999999997,0.0013988856279195968,0.270651,0.268442,0.272493,0.001036308975547344
with_influencer,80,1,2,7,1036.2857142857142,38.06885991513399,1025.0,992,1107,28.201806088735996,7,0.321047,0.004849912232882841,0.320263,0.315216,0.330584,0.0035928652616354336,7,0.5353925714285714,0.01830838161295842,0.532115,0.517242,0.569062,0.013563038903667566,7,0.24568328571428572,0.00849847828955838,0.243977,0.237002,0.261285,0.006295760821462852,7,0.21851642857142856,0.0016655650549831293,0.218339,0.215844,0.220872,0.001233867859807792
with_influencer,80,1,3,7,396.57142857142856,31.952345468719216,388.0,373,463,23.67062877632672,7,0.44822685714285715,0.005107067208896943,0.447724,0.44031,0.456034,0.0037833683338175435,7,0.420417,0.02326358896072,0.421458,0.389759,0.461114,0.017233907878009942,7,0.19320285714285715,0.010982335292468106,0.194219,0.178334,0.212372,0.008135827839607557,7,0.15718214285714285,0.002229395764818456,0.157549,0.153476,0.160109,0.0016515594949420764
with_influencer,80,1,4,7,151.14285714285714,21.23227552123238,140.0,132,185,15.729089823211853,7,0.5257328571428571,0.00474589501318672,0.52584,0.517346,0.53172,0.003515808226927822,7,0.3595574285714286,0.023245611907462896,0.364031,0.319904,0.393884,0.017220590290587215,7,0.1657422857142857,0.010885786630805723,0.167848,0.147215,0.181823,0.008064303590118616,7,0.11542028571428573,0.0028903475981437313,0.114702,0.112474,0.121357,0.0021411994652219277
with_influencer,80,1,5,7,92.28571428571429,12.880402241574675,87.0,81,114,9.541935512951936,7,0.5652877142857143,0.004198493488315617,0.565199,0.559213,0.570759,0.0031102875023380256,7,0.3264505714285714,0.024841613412827708,0.328027,0.283408,0.366055,0.018402924751665613,7,0.1507555714285714,0.01152873136786442,0.151677,0.13079,0.169134,0.008540603716802854,7,0.093801,0.0034357129294126597,0.092636,0.091015,0.10102,0.002545211756481832
with_influencer,80,1,6,7,67.0,7.483314773547882,69.0,56,77,5.5437171645025325,7,0.5924887142857143,0.004608896278368797,0.591642,0.587014,0.600104,0.00341431814389539,7,0.30472757142857143,0.02354991290753283,0.309397,0.263459,0.340225,0.017446019626157327,7,0.1408,0.011006153006386932,0.14298,0.121706,0.157454,0.008153472248999196,7,0.0757002857142857,0.002716523925551779,0.07579,0.072804,0.080592,0.0020124290865187436
with_influencer,80,1,7,7,60.142857142857146,10.318730080595698,60.0,45,74,7.6442222189921525,7,0.6132340000000001,0.005645576527984843,0.612383,0.605672,0.62331,0.004182301620176793,7,0.28835642857142857,0.023802212326148348,0.28838,0.247995,0.325855,0.01763292565108052,7,0.1333807142857143,0.011087000491781445,0.133514,0.114714,0.150816,0.008213364904333262,7,0.064147,0.002925333941051289,0.062588,0.061268,0.06973,0.0021671177107546943
with_influencer,80,1,8,7,54.714285714285715,9.586697132212006,55.0,42,67,7.101924621772137,7,0.6304198571428571,0.006650049333866448,0.629245,0.621617,0.642545,0.004926425488241969,7,0.27411785714285714,0.023973497390719984,0.273164,0.235336,0.311497,0.017759815402644256,7,0.12686385714285714,0.011301768289793884,0.126617,0.108696,0.144548,0.008372467115619706,7,0.056144000000000006,0.002854344583262504,0.056574,0.052573,0.059695,0.0021145280585511267
with_influencer,80,1,9,7,53.42857142857143,9.675693650537289,53.0,38,67,7.167854165183144,7,0.6449982857142856,0.007740672251475414,0.644148,0.634476,0.658938,0.005734370252201481,7,0.26175642857142856,0.026176266826122875,0.259677,0.219429,0.300842,0.01939164983671751,7,0.121272,0.012259218680921995,0.120542,0.101543,0.139715,0.009081756291349524,7,0.04961228571428571,0.0026557347830864515,0.050995,0.046708,0.053225,0.001967395859573427
with_influencer,80,1,10,7,49.857142857142854,7.358183005529093,50.0,43,65,5.4510182535009,7,0.65745,0.009650768604969592,0.656469,0.644863,0.67491,0.0071493894330262025,7,0.25141085714285716,0.026953417918256502,0.252277,0.20762,0.290356,0.019967371422571708,7,0.11653457142857142,0.012611288869595406,0.117213,0.0962,0.134937,0.009342573537064969,7,0.043882,0.002173523713542901,0.044418,0.041182,0.046568,0.0016101689001261107
with_influencer,80,1,11,7,48.142857142857146,6.6690471940293286,44.0,40,57,4.9404993000033235,7,0.6686482857142858,0.011148466646648241,0.667418,0.654263,0.688665,0.008258899669084243,7,0.2410624285714286,0.027190439660887824,0.245706,0.196291,0.279778,0.020142959586740648,7,0.11188514285714286,0.012631517148632242,0.114308,0.091206,0.129904,0.009357558855884011,7,0.03827457142857143,0.0019325846990617547,0.038329,0.035255,0.040995,0.0014316787803600815
with_influencer,80,1,12,7,46.285714285714285,4.386125310350268,45.0,39,52,3.249287101298785,7,0.6785444285714286,0.011380362850939655,0.677169,0.663405,0.697658,0.008430690781314022,7,0.2310155714285714,0.026190421645181292,0.236594,0.188423,0.267735,0.019402135873420396,7,0.10723471428571428,0.012213401733536891,0.110191,0.087682,0.124491,0.009047814621737857,7,0.03314385714285714,0.0021453637942138878,0.033604,0.029078,0.036053,0.0015893077399505321
with_influencer,80,1,13,7,45.285714285714285,6.395683067879607,44.0,37,57,4.7379883213589,7,0.6865612857142857,0.010890795941440417,0.685209,0.670854,0.703279,0.008068014539368824,7,0.2206967142857143,0.025317568904578796,0.227223,0.183234,0.257042,0.018755517514232087,7,0.1025297142857143,0.011785493324624214,0.105961,0.085312,0.11944,0.0087308156362469,7,0.029093285714285714,0.001769673295110873,0.02912,0.026281,0.032105,0.001310992323394764
with_influencer,80,1,14,7,42.142857142857146,5.209880722517278,45.0,36,47,3.859533650585262,7,0.69308,0.009650043436862515,0.691902,0.678735,0.707367,0.007148852220974588,7,0.21308728571428573,0.024451632322568882,0.222865,0.177084,0.244088,0.018114022717029662,7,0.099032,0.011390462911283868,0.103942,0.082537,0.113476,0.008438173010725325,7,0.025453142857142858,0.0014385171101486676,0.025111,0.024078,0.028064,0.0010656683884461113
with_influencer,80,1,15,7,40.142857142857146,8.008923594519876,38.0,29,52,5.933093628116785,7,0.6981177142857142,0.008465047050751039,0.696608,0.685547,0.710272,0.006270994613169431,7,0.2058644285714286,0.023476085618185608,0.216654,0.174233,0.23254,0.01739132760483416,7,0.0957307142857143,0.010972673249399859,0.101103,0.081048,0.108204,0.00812867009793525,7,0.023368857142857143,0.0018584159409356699,0.022298,0.021547,0.025812,0.0013767337954254874
with_influencer,80,1,16,7,40.142857142857146,10.139503134252871,40.0,26,54,7.511449039078056,7,0.7024541428571428,0.007485111988219704,0.700097,0.692053,0.713179,0.005545048559763323,7,0.19942757142857143,0.023079214045378167,0.211335,0.167957,0.223905,0.017097321029291887,7,0.09274585714285714,0.010791242397249283,0.098594,0.078293,0.104268,0.007994264241750664,7,0.02176,0.0016032864164999758,0.021533,0.019744,0.023567,0.0011877311987707204
with_influencer,80,2,1,7,904.5714285714286,14.953897405661406,910.0,881,922,11.078002226635148,7,0.2753612857142857,0.003379896236784293,0.274812,0.27113,0.280647,0.0025038621719256026,7,0.9769838571428571,0.011043073340765399,0.979421,0.956215,0.992549,0.008180823215463501,7,0.432413,0.004810817498097379,0.432529,0.424086,0.439553,0.0035639034768074145,7,0.3603062857142857,0.002276718670534826,0.3612,0.3559,0.362572,0.0016866167940979787
with_influencer,80,2,2,7,268.2857142857143,18.454577442234452,276.0,228,282,13.671342289621746,7,0.4401745714285714,0.0031912376834671626,0.439211,0.436282,0.445762,0.0023641019597865592,7,0.7168944285714286,0.021234012675086004,0.718359,0.683454,0.746178,0.01573037672479587,7,0.3242791428571428,0.009632189166687765,0.323669,0.310071,0.338103,0.007135625592532167,7,0.23305285714285714,0.0017834311900165362,0.232501,0.230922,0.235652,0.0013211843145703296
with_influencer,80,2,3,7,79.71428571428571,12.4728276093045,80.0,63,94,9.239999999999998,7,0.5267044285714285,0.004749923678584822,0.524301,0.522225,0.535998,0.003518792704020314,7,0.5383655714285714,0.02541694344236497,0.535014,0.507669,0.576645,0.018829135202049666,7,0.24609585714285714,0.011656171161357294,0.244279,0.232245,0.264311,0.008635012437003207,7,0.1523615714285714,0.0026236722900763137,0.153399,0.148541,0.154684,0.0019436436323565075
with_influencer,80,2,4,7,46.285714285714285,6.447590912226718,44.0,40,60,4.776442190584954,7,0.5790861428571429,0.005541916979667215,0.575571,0.574536,0.58817,0.00410550955213436,7,0.4492831428571429,0.02387184144152947,0.446908,0.418478,0.488779,0.017684507621606733,7,0.20631028571428572,0.011049721545726629,0.20549,0.192105,0.224693,0.008185748274621367,7,0.09704928571428571,0.0018427719803135127,0.097211,0.094533,0.100028,0.0013651445872141174
with_influencer,80,2,5,7,38.57142857142857,8.904252595569956,42.0,27,50,6.596362634058258,7,0.6068925714285714,0.005191256169661384,0.604625,0.602198,0.615162,0.0038457363887470586,7,0.40169200000000005,0.022201450170353004,0.406675,0.373304,0.436192,0.01644706445080905,7,0.1848392857142857,0.010217371346784616,0.187048,0.172,0.200775,0.007569134618188971,7,0.06987471428571428,0.0023668352790372285,0.07071,0.066446,0.072703,0.0017533761119242683
with_influencer,80,2,6,7,33.714285714285715,8.459989868281674,32.0,24,48,6.267248199967829,7,0.6237502857142856,0.005706683646225295,0.621935,0.618698,0.632844,0.004227570406872795,7,0.37191742857142857,0.022696764614199543,0.379,0.345009,0.406418,0.016813998525784003,7,0.17165414285714284,0.010491667732516302,0.174979,0.159322,0.187741,0.007772336224396539,7,0.05462557142857143,0.0020475597555092125,0.054715,0.052638,0.058537,0.0015168534941340463
with_influencer,80,2,7,7,26.428571428571427,4.429339411136566,27.0,18,32,3.2813005551660965,7,0.6354558571428572,0.005857008918909944,0.63446,0.628868,0.64375,0.004338932927314436,7,0.3505412857142857,0.02295039525232835,0.359559,0.322277,0.384688,0.017001890731923517,7,0.16207414285714286,0.010580607976050203,0.166011,0.148914,0.178059,0.007838224078858681,7,0.04537728571428572,0.001610988797218003,0.045473,0.043544,0.047266,0.0011934372022579718
with_influencer,80,2,8,7,23.428571428571427,4.2761798705987895,23.0,17,30,3.167838379715733,7,0.644141142857143,0.0058553002322275245,0.643494,0.63708,0.6523,0.004337667114505982,7,0.33360257142857147,0.021739316202502332,0.342017,0.306221,0.365572,0.01610471081643711,7,0.15445599999999998,0.010071464491323984,0.158292,0.14161,0.169643,0.007461045307033051,7,0.04026428571428571,0.001814221845519973,0.040138,0.037989,0.042622,0.0013439943513770178
with_influencer,80,2,9,7,21.714285714285715,4.923220007078217,22.0,14,27,3.647172420748252,7,0.6513177142857144,0.006036401348327952,0.650775,0.643508,0.659518,0.004471828698806211,7,0.3193367142857143,0.022701021032208266,0.325166,0.290575,0.352725,0.016817151724371558,7,0.14808357142857145,0.010567761208145314,0.150682,0.134799,0.16415,0.007828707060011033,7,0.03657671428571429,0.0024568337153258665,0.036552,0.032952,0.040119,0.001820047886549508
with_influencer,80,2,10,7,21.571428571428573,4.3534332373864375,20.0,17,28,3.225068474725252,7,0.6574557142857144,0.006125966881896681,0.656746,0.648997,0.665399,0.004538179774608588,7,0.30515785714285715,0.021887768573860086,0.31112,0.276761,0.338497,0.01621468587215923,7,0.1416697142857143,0.010170356118220675,0.144193,0.128766,0.157677,0.007534305249457317,7,0.03449242857142857,0.00199523405954814,0.034273,0.030933,0.0373,0.0014780900761004606
with_influencer,80,2,11,7,20.571428571428573,5.126959555693246,23.0,13,26,3.79810479055015,7,0.6626890000000001,0.006111630115334746,0.661483,0.653894,0.670602,0.004527558949308855,7,0.2932288571428572,0.023815268858644545,0.298721,0.260667,0.328195,0.01764259806571206,7,0.136192,0.010998146131659347,0.138245,0.121415,0.152864,0.008147540673192944,7,0.03255371428571428,0.0033118679882248583,0.032877,0.028172,0.03818,0.0024534661401372543
with_influencer,80,2,12,7,19.0,6.582805886043833,16.0,13,31,4.876610844975569,7,0.6673364285714286,0.006487233895817789,0.666262,0.658177,0.67608,0.004805810123811929,7,0.28252557142857143,0.02476306297598061,0.284441,0.24732,0.320682,0.0183447337737092,7,0.13132642857142857,0.011486046735889925,0.131709,0.115416,0.149562,0.00850898249892038,7,0.03204114285714286,0.0041417129881475955,0.032203,0.025112,0.038458,0.0030682239191645276
with_influencer,80,2,13,7,15.714285714285714,5.822779568622009,16.0,9,23,4.313575469762101,7,0.6718518571428572,0.006855562836815369,0.670434,0.66176,0.681125,0.005078672021805175,7,0.27330457142857145,0.0241892605499296,0.271692,0.237605,0.310822,0.017919654987824583,7,0.12711971428571428,0.011200703306999456,0.125941,0.110999,0.144985,0.008297597128615008,7,0.030763428571428574,0.003906769716664603,0.030437,0.024392,0.03649,0.002894175507969987
with_influencer,80,2,14,7,15.714285714285714,5.677860093212516,13.0,10,23,4.206217619984332,7,0.6760171428571429,0.007006057532083004,0.675115,0.665535,0.685893,0.005190160052252717,7,0.26381814285714283,0.025602531440130236,0.261297,0.226053,0.304603,0.01896662071480315,7,0.12275428571428572,0.011878643030165326,0.121179,0.105548,0.1421,0.008799821903803887,7,0.030246,0.003800613722369936,0.030245,0.024033,0.035979,0.0028155340468668934
