variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,7,1,0.650004,0.267741,0.126028,0.051622,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,8,0,0.661589,0.263074,0.123953,0.042681,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,9,3,0.669065,0.224844,0.106226,0.054703,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,10,2,0.677448,0.2198,0.103928,0.051119,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,11,2,0.687697,0.207537,0.098013,0.054074,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,12,2,0.693026,0.177855,0.084983,0.048704,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,13,0,0.697552,0.177855,0.084983,0.045978,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,14,1,0.703082,0.170995,0.081631,0.041328,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,15,1,0.708248,0.16706,0.07958,0.040278,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,2,hybrid,with_influencer_size20_seed22_L2_hybrid,16,2,0.712749,0.156366,0.074634,0.040093,outputs\size_sweep\metrics\with_influencer_size20_seed22_L2_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,1,20,0.382987,1.049034,0.459819,0.329166,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,2,4,0.503911,0.78844,0.351531,0.212973,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,3,4,0.550452,0.623062,0.280299,0.145158,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,4,2,0.578566,0.502141,0.227102,0.105483,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,5,2,0.603607,0.456528,0.207182,0.072032,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,6,0,0.616077,0.431637,0.196281,0.050192,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,7,1,0.625257,0.410739,0.186986,0.049922,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,8,0,0.634268,0.377584,0.172566,0.04327,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,9,0,0.641645,0.376611,0.171766,0.02941,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,10,0,0.647139,0.361835,0.165159,0.030132,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,11,2,0.649732,0.348783,0.159561,0.032132,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,12,2,0.653202,0.329207,0.152649,0.030267,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,13,3,0.658389,0.314164,0.145805,0.03458,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,14,2,0.664532,0.2913,0.135658,0.036579,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,15,1,0.670908,0.284761,0.132452,0.033839,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,22,3,hybrid,with_influencer_size20_seed22_L3_hybrid,16,2,0.678471,0.251231,0.118285,0.036189,outputs\size_sweep\metrics\with_influencer_size20_seed22_L3_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,1,97,0.136209,0.901903,0.407343,0.266779,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,2,50,0.305544,0.636816,0.292777,0.220049,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,3,14,0.425589,0.548103,0.252182,0.15454,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,4,6,0.511024,0.4491,0.208365,0.112041,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,5,0,0.555217,0.42371,0.196073,0.081484,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,6,0,0.579048,0.410248,0.190476,0.068257,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,7,0,0.598762,0.383984,0.177551,0.050676,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,8,1,0.612589,0.352331,0.162741,0.04609,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,9,0,0.625559,0.346983,0.160835,0.03986,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,10,1,0.633349,0.338318,0.157047,0.03285,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,11,1,0.640967,0.323991,0.150152,0.033028,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,12,0,0.648706,0.31973,0.148652,0.023653,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,13,0,0.654079,0.306457,0.143473,0.02334,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,14,0,0.656391,0.306457,0.143473,0.021843,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,15,0,0.660921,0.306457,0.143473,0.016246,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,1,hybrid,with_influencer_size20_seed42_L1_hybrid,16,0,0.664707,0.306457,0.143473,0.012907,outputs\size_sweep\metrics\with_influencer_size20_seed42_L1_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,1,41,0.278918,1.068023,0.469201,0.337033,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,2,11,0.439871,0.865635,0.38598,0.222292,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,3,2,0.507956,0.640119,0.288799,0.153042,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,4,4,0.563232,0.504872,0.230022,0.107343,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,5,1,0.599383,0.430609,0.196948,0.074424,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,6,3,0.616578,0.39551,0.181358,0.059751,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,7,0,0.634669,0.379983,0.174571,0.044544,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,8,0,0.641046,0.372298,0.170644,0.03505,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,9,0,0.646811,0.355227,0.164342,0.032005,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,10,0,0.650054,0.347972,0.161528,0.025221,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,11,0,0.655156,0.334848,0.154981,0.0199,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,12,1,0.657359,0.316491,0.14609,0.029048,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,13,0,0.661289,0.316491,0.14609,0.021554,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,14,0,0.664529,0.310562,0.143756,0.019487,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,15,0,0.665981,0.301567,0.140099,0.017114,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,2,hybrid,with_influencer_size20_seed42_L2_hybrid,16,0,0.668535,0.300589,0.13914,0.016535,outputs\size_sweep\metrics\with_influencer_size20_seed42_L2_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,1,11,0.384777,1.161286,0.504022,0.314909,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,2,1,0.504088,0.952923,0.428354,0.206002,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,3,4,0.553505,0.718515,0.326505,0.158645,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,4,2,0.580804,0.613028,0.281609,0.11393,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,5,2,0.604645,0.551717,0.254877,0.070954,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,6,1,0.616576,0.525438,0.242498,0.057012,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,7,0,0.624261,0.503946,0.234708,0.04165,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,8,1,0.629837,0.484683,0.225322,0.03644,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,9,0,0.634105,0.469714,0.218366,0.028589,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,10,0,0.636309,0.462156,0.215191,0.026788,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,11,0,0.639632,0.457484,0.212683,0.018648,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,12,0,0.641263,0.44488,0.207501,0.017192,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,13,0,0.642706,0.44488,0.207501,0.012517,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,14,0,0.644037,0.44488,0.207501,0.010263,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,15,1,0.645508,0.444791,0.207439,0.00834,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,42,3,hybrid,with_influencer_size20_seed42_L3_hybrid,16,0,0.645809,0.444791,0.207439,0.009143,outputs\size_sweep\metrics\with_influencer_size20_seed42_L3_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,1,95,0.139295,0.906372,0.406556,0.265578,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,2,61,0.299097,0.590392,0.265884,0.222083,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,3,31,0.434894,0.441294,0.196501,0.158698,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,4,11,0.520196,0.33613,0.15055,0.116229,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,5,4,0.56398,0.256486,0.116312,0.096457,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,6,1,0.592224,0.249536,0.113727,0.082081,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,7,2,0.615467,0.223029,0.101667,0.070202,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,8,1,0.635781,0.205808,0.094801,0.06055,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,9,1,0.652231,0.191001,0.088055,0.054026,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,10,1,0.668613,0.186071,0.08582,0.049215,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,11,3,0.688574,0.173543,0.080075,0.04195,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,12,1,0.701565,0.170997,0.078922,0.030154,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,13,0,0.708661,0.169534,0.078074,0.025626,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,14,0,0.712388,0.169534,0.078074,0.024244,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,15,0,0.716454,0.169534,0.078074,0.020876,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,1,hybrid,with_influencer_size20_seed70_L1_hybrid,16,0,0.718624,0.169534,0.078074,0.017294,outputs\size_sweep\metrics\with_influencer_size20_seed70_L1_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,1,51,0.273819,0.963084,0.428123,0.35206,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,2,16,0.449257,0.691995,0.317777,0.2301,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,3,5,0.530807,0.541819,0.249483,0.148329,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,4,3,0.58791,0.397257,0.184213,0.104989,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,5,2,0.619735,0.328403,0.15272,0.0707,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,6,0,0.638401,0.304005,0.14166,0.052924,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,7,2,0.650965,0.298771,0.139241,0.036458,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,8,2,0.655664,0.293279,0.136256,0.038717,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,9,0,0.662867,0.2921,0.13555,0.029383,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,10,1,0.666469,0.286728,0.13286,0.02777,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,11,2,0.668931,0.276745,0.128681,0.027496,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,12,0,0.673231,0.270468,0.125297,0.026551,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,13,0,0.676025,0.264251,0.12285,0.021332,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,14,1,0.677838,0.250366,0.117427,0.02912,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,15,0,0.681659,0.240573,0.112205,0.027446,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,2,hybrid,with_influencer_size20_seed70_L2_hybrid,16,0,0.685562,0.240573,0.112205,0.031614,outputs\size_sweep\metrics\with_influencer_size20_seed70_L2_hybrid.csv
with_influencer,20,70,3,hybrid,with_influencer_size20_seed70_L3_hybrid,1,17,0.377296,1.048887,0.46384,0.329254,outputs\size_sweep\metrics\with_influencer_size20_seed70_L3_hybrid.csv
with_influencer,20,70,3,hybrid,with_influencer_size20_seed70_L3_hybrid,2,4,0.507153,0.811759,0.369044,0.216907,outputs\size_sweep\metrics\with_influencer_size20_seed70_L3_hybrid.csv
with_influencer,20,70,3,hybrid,with_influencer_size20_seed70_L3_hybrid,3,2,0.557332,0.631183,0.290948,0.156603,outputs\size_sweep\metrics\with_influencer_size20_seed70_L3_hybrid.csv
